# doc pdhd/11 d11_fit_image.py  fit point -> nearest charge in the event (cm)
arm	event	block	cluster	npts	status	med	f3	f10	negq
OFF	028084_24_d11off	1360	136	487	7	0.5399	0.1786	0.1314	0.2197
OFF	028084_25_d11off	190	19	21	7	0.4425	0	0	0
OFF	028084_25_d11off	220	22	138	2	0.6274	0.2971	0.1232	0.1449
OFF	028084_25_d11off	240	24	633	4	0.5235	0.05529	0.00316	0.1359
OFF	028084_25_d11off	260	26	580	3	0.4685	0	0	0.08103
OFF	028084_25_d11off	280	28	217	0	0.4766	0	0	0.05069
OFF	028084_25_d11off	290	29	350	7	0.47	0.05143	0	0.1629
OFF	028084_25_d11off	350	35	776	3	0.4577	0	0	0.002577
OFF	028084_25_d11off	360	36	358	3	0.553	0.1732	0.1089	0.2123
OFF	028084_25_d11off	390	39	271	0	0.4941	0	0	0.08856
OFF	028084_25_d11off	760	76	80	0	10.72	0.825	0.525	0.525
OFF	028084_25_d11off	810	81	302	7	3.576	0.5464	0.1556	0.6424
OFF	028084_25_d11off	811	81	305	2	3.551	0.5443	0.1574	0.4623
OFF	028084_25_d11off	840	84	268	0	0.5241	0	0	0
OFF	028084_25_d11off	910	91	876	4	0.537	0	0	0.03995
OFF	028084_25_d11off	980	98	555	2	0.5788	0.2324	0.08288	0.2144
OFF	028084_25_d11off	1130	113	111	3	0.5765	0	0	0.07207
OFF	028084_25_d11off	1131	113	118	0	0.5741	0	0	0.08475
OFF	028084_25_d11off	1140	114	1021	7	0.5626	0.1342	0.0382	0.142
OFF	028084_26_d11off	240	24	63	7	0.3818	0	0	0
OFF	028084_26_d11off	320	32	495	0	0.4424	0	0	0.09293
OFF	028084_26_d11off	380	38	237	4	1.615	0.3966	0.1266	0.7215
OFF	028084_26_d11off	400	40	512	7	0.4924	0	0	0.1406
OFF	028084_26_d11off	410	41	312	3	0.5495	0.1955	0.1218	0.08654
OFF	028084_26_d11off	430	43	338	4	0.6222	0.284	0.213	0.2396
OFF	028084_26_d11off	530	53	349	2	0.6078	0.3009	0.04871	0.3324
OFF	028084_26_d11off	920	92	631	2	0.5988	0.1854	0.1474	0.2504
OFF	028084_26_d11off	940	94	574	2	0.595	0.1899	0.1115	0.2125
OFF	028084_26_d11off	1010	101	97	3	0.5012	0	0	0
OFF	028084_26_d11off	1050	105	713	2	0.5479	0	0	0.007013
OFF	028084_26_d11off	1070	107	63	3	8.174	0.7778	0.3968	0.6667
OFF	028084_26_d11off	1090	109	271	2	7.543	0.738	0.3801	0.6605
OFF	028084_26_d11off	1110	111	484	0	0.5548	0	0	0.02273
OFF	028084_26_d11off	1150	115	518	4	0.6403	0.2355	0.1062	0.2355
OFF	028084_26_d11off	1160	116	84	0	9.529	0.75	0.4881	0.3571
OFF	028084_26_d11off	1180	118	196	3	9.413	0.7806	0.4694	0.4898
OFF	028084_26_d11off	1190	119	81	0	11.13	0.8395	0.5432	0.642
OFF	028084_27_d11off	260	26	528	2	0.5123	0.07765	0.03409	0.02652
OFF	028084_27_d11off	310	31	449	5	0.4695	0.02895	0	0.118
OFF	028084_27_d11off	320	32	289	2	0.6376	0.3806	0.218	0.3702
OFF	028084_27_d11off	380	38	209	0	6.786	0.7703	0.3301	0.5885
OFF	028084_27_d11off	450	45	266	0	5.621	0.594	0.391	0.3459
OFF	028084_27_d11off	530	53	320	0	0.5302	0.1156	0.075	0.1406
OFF	028084_27_d11off	880	88	519	2	0.5903	0.1869	0.1118	0.262
OFF	028084_27_d11off	881	88	503	3	0.5907	0.1948	0.1133	0.2823
OFF	028084_27_d11off	920	92	358	0	0.4442	0	0	0.00838
OFF	028084_27_d11off	990	99	369	2	0.6499	0.3225	0.2005	0.2114
OFF	028084_27_d11off	1030	103	591	2	0.5337	0.1438	0.07445	0.1912
OFF	028084_27_d11off	1060	106	317	2	0.7323	0.4259	0.2776	0.2776
OFF	028084_27_d11off	1070	107	329	3	0.5697	0.3313	0.228	0.3921
OFF	028084_27_d11off	1100	110	86	0	7.494	0.6744	0.407	0.593
OFF	028084_27_d11off	1110	111	1007	7	0.5626	0.1043	0.07746	0.143
OFF	028084_27_d11off	1120	112	488	2	0.4811	0	0	0.004098
OFF	028084_28_d11off	270	27	141	7	0.5915	0	0	0.2624
OFF	028084_28_d11off	300	30	255	7	2.005	0.4157	0.102	0.4275
OFF	028084_28_d11off	320	32	769	7	0.4436	0	0	0.09363
OFF	028084_28_d11off	360	36	208	0	11.84	0.7356	0.5337	0.4135
OFF	028084_28_d11off	380	38	232	2	0.4604	0	0	0.0819
OFF	028084_28_d11off	390	39	1022	7	0.4948	0	0	0.091
OFF	028084_28_d11off	410	41	271	2	0.4282	0.07011	0	0.107
OFF	028084_28_d11off	430	43	578	3	0.4538	0.02249	0	0.1003
OFF	028084_28_d11off	440	44	343	4	0.4795	0	0	0.09621
OFF	028084_28_d11off	490	49	644	3	0.5169	0.0264	0	0.06988
OFF	028084_28_d11off	510	51	491	3	0.5434	0.03666	0	0.2749
OFF	028084_28_d11off	620	62	541	2	0.4801	0.007394	0	0.09427
OFF	028084_28_d11off	990	99	80	3	0.5531	0	0	0.1125
OFF	028084_28_d11off	1030	103	994	0	0.5237	0	0	0.02213
OFF	028084_28_d11off	1050	105	135	0	8.003	0.7407	0.4	0.5407
OFF	028084_28_d11off	1070	107	175	0	0.5328	0.1143	0	0.3257
OFF	028084_28_d11off	1090	109	374	2	3.397	0.5134	0.3476	0.4599
OFF	028084_28_d11off	1110	111	599	3	0.5436	0	0	0.03506
OFF	028084_28_d11off	1130	113	519	4	0.5402	0	0	0.02312
OFF	028084_28_d11off	1150	115	44	3	5.556	0.7045	0.1591	0.8864
OFF	028084_28_d11off	1160	116	489	2	0.51	0.00818	0	0.08998
OFF	028084_28_d11off	1180	118	803	7	0.4516	0.02989	0.001245	0.06227
OFF	028084_28_d11off	1210	121	457	3	0.5691	0	0	0.01751
OFF	028084_28_d11off	1240	124	693	3	0.6254	0.1991	0.09812	0.2193
OFF	028084_28_d11off	1260	126	336	7	0.5679	0	0	0.02083
OFF	028084_28_d11off	1270	127	62	3	0.59	0	0	0
OFF	028084_28_d11off	1280	128	704	0	0.4783	0.02415	0	0.1761
OFF	028084_28_d11off	1310	131	1185	7	0.5037	0	0	0.04641
OFF	028084_28_d11off	1320	132	337	7	0.523	0	0	0.02374
OFF	028084_28_d11off	1330	133	936	0	0.53	0	0	0.003205
OFF	028084_29_d11off	380	38	127	0	4.079	0.5354	0.3465	0.685
OFF	028084_29_d11off	400	40	112	7	2.636	0.4821	0.2411	0.3036
OFF	028084_29_d11off	440	44	339	0	0.648	0.1622	0.0059	0.1711
OFF	028084_29_d11off	480	48	156	0	5.939	0.6987	0.25	0.8782
OFF	028084_29_d11off	500	50	575	7	0.4342	0.008696	0	0.01217
OFF	028084_29_d11off	530	53	493	0	0.444	0	0	0.02434
OFF	028084_29_d11off	550	55	78	0	10.4	0.8462	0.5128	0.3462
OFF	028084_29_d11off	560	56	1053	2	0.4967	0.1216	0.04653	0.1899
OFF	028084_29_d11off	580	58	353	2	0.5889	0.3173	0.2436	0.2295
OFF	028084_29_d11off	610	61	342	3	0.5023	0	0	0.002924
OFF	028084_29_d11off	1010	101	93	3	0.4427	0	0	0.03226
OFF	028084_29_d11off	1011	101	90	0	0.462	0	0	0.05556
OFF	028084_29_d11off	1120	112	202	2	6.518	0.5545	0.4406	0.6139
OFF	028084_29_d11off	1121	112	199	0	7.084	0.5628	0.4523	0.6231
OFF	028084_29_d11off	1220	122	138	7	3.873	0.5725	0.2029	0.6377
OFF	028084_29_d11off	1221	122	136	0	4.062	0.5662	0.2132	0.6176
OFF	028084_29_d11off	1300	130	268	3	0.5517	0	0	0
OFF	028084_29_d11off	1310	131	85	0	11.96	0.8471	0.5765	0.3412
OFF	028084_29_d11off	1330	133	1040	7	0.5323	0	0	0.02596
OFF	028084_2_d11off	80	8	103	7	0.4684	0	0	0.2136
OFF	028084_2_d11off	100	10	251	7	0.4959	0.05976	0	0.05179
OFF	028084_2_d11off	160	16	428	2	6.694	0.6238	0.4229	0.2734
OFF	028084_2_d11off	190	19	518	4	0.4993	0.05405	0	0.05985
OFF	028084_2_d11off	200	20	356	2	0.5499	0.2247	0.09551	0.08989
OFF	028084_2_d11off	260	26	291	2	3.213	0.5086	0.2405	0.3677
OFF	028084_2_d11off	270	27	136	2	0.5446	0.1544	0	0.2647
OFF	028084_2_d11off	310	31	823	2	0.5206	0.2053	0.1215	0.1179
OFF	028084_2_d11off	400	40	653	0	0.4829	0	0	0.03522
OFF	028084_2_d11off	490	49	408	2	0.6811	0.2868	0.09559	0.1348
OFF	028084_2_d11off	540	54	1002	2	0.4889	0.1118	0.07884	0.09281
OFF	028084_2_d11off	570	57	117	2	0.5859	0.1795	0	0.4017
OFF	028084_2_d11off	580	58	879	7	0.4321	0	0	0.05119
OFF	028084_2_d11off	590	59	372	7	0.5412	0.05376	0	0.0672
OFF	028084_2_d11off	650	65	156	2	8.141	0.7564	0.4231	0.2756
OFF	028084_2_d11off	651	65	70	4	7.792	0.7429	0.4	0
OFF	028084_2_d11off	670	67	23	3	0.7554	0	0	0.5652
OFF	028084_2_d11off	720	72	472	3	0.5055	0	0	0.04873
OFF	028084_2_d11off	730	73	106	0	8.003	0.717	0.434	0.4434
OFF	028084_2_d11off	1020	102	491	7	0.5454	0.04277	0	0.0998
OFF	028084_2_d11off	1040	104	582	4	0.557	0.1512	0.0756	0.201
OFF	028084_2_d11off	1080	108	403	2	0.4989	0	0	0
OFF	028084_2_d11off	1120	112	77	0	10.43	0.8182	0.5195	0.3766
OFF	028084_2_d11off	1150	115	405	3	0.5102	0	0	0.009877
OFF	028084_2_d11off	1160	116	476	3	0.8405	0.4139	0.1597	0.521
OFF	028084_2_d11off	1180	118	283	0	9.17	0.6466	0.4841	0.3251
OFF	028084_2_d11off	1220	122	130	0	8.419	0.7769	0.4077	0.2077
OFF	028084_2_d11off	1240	124	839	3	0.5169	0.1144	0.08701	0.1168
OFF	028084_2_d11off	1250	125	591	3	0.5192	0	0	0.01015
OFF	028084_2_d11off	1260	126	750	2	0.5573	0.152	0.08267	0.2427
OFF	028084_2_d11off	1320	132	308	3	0.5359	0	0	0.01623
OFF	028084_2_d11off	1330	133	668	7	0.5454	0	0	0.09132
OFF	028084_2_d11off	1350	135	1153	7	0.5192	0	0	0.02862
OFF	028084_2_d11off	1370	137	599	7	0.5568	0.07346	0	0.04174
OFF	028084_30_d11off	260	26	231	0	0.427	0	0	0.09524
OFF	028084_30_d11off	280	28	512	2	0.5246	0.1562	0.1113	0.209
OFF	028084_30_d11off	310	31	536	4	0.4655	0	0	0.06716
OFF	028084_30_d11off	340	34	322	2	0.578	0.1615	0.06211	0.2267
OFF	028084_30_d11off	350	35	446	4	0.5182	0	0	0.09641
OFF	028084_30_d11off	370	37	510	3	0.4456	0	0	0.01765
OFF	028084_30_d11off	380	38	727	2	0.537	0.08528	0.05227	0.08253
OFF	028084_30_d11off	430	43	64	0	5.102	0.6719	0.07812	0.7188
OFF	028084_30_d11off	600	60	190	2	0.5753	0.3105	0.1789	0.09474
OFF	028084_30_d11off	980	98	352	3	0.5445	0.08239	0.02557	0.1392
OFF	028084_30_d11off	1000	100	936	4	0.51	0	0	0.005342
OFF	028084_30_d11off	1020	102	172	7	0.522	0	0	0.0814
OFF	028084_30_d11off	1090	109	80	0	5.094	0.6875	0.225	0.5375
OFF	028084_30_d11off	1110	111	339	2	0.581	0.2507	0.1091	0.3599
OFF	028084_30_d11off	1150	115	511	7	0.6777	0.2975	0.1174	0.3327
OFF	028084_3_d11off	180	18	55	7	0.4236	0	0	0.1273
OFF	028084_3_d11off	220	22	373	4	2.21	0.4665	0.2949	0.5013
OFF	028084_3_d11off	230	23	60	4	0.3804	0	0	0.2667
OFF	028084_3_d11off	250	25	393	2	0.5244	0.09415	0.03817	0.1298
OFF	028084_3_d11off	270	27	414	2	0.5604	0.215	0.157	0.1353
OFF	028084_3_d11off	280	28	168	2	11.35	0.6726	0.5238	0.1488
OFF	028084_3_d11off	300	30	448	2	0.5427	0.2478	0.1964	0.25
OFF	028084_3_d11off	340	34	489	3	0.5403	0	0	0.0409
OFF	028084_3_d11off	370	37	525	0	4.379	0.661	0.1524	0.9314
OFF	028084_3_d11off	390	39	402	3	0.5034	0	0	0.02985
OFF	028084_3_d11off	420	42	483	2	0.5427	0.1429	0.04555	0.2567
OFF	028084_3_d11off	430	43	68	0	8.886	0.7794	0.4412	0.3971
OFF	028084_3_d11off	460	46	201	0	4.655	0.6318	0.03483	0.9303
OFF	028084_3_d11off	490	49	116	2	8.611	0.8103	0.431	0.2241
OFF	028084_3_d11off	491	49	120	0	8.468	0.8167	0.4083	0.2417
OFF	028084_3_d11off	510	51	204	2	3.772	0.5098	0.3971	0.3873
OFF	028084_3_d11off	720	72	496	0	0.5206	0.1391	0.08669	0.2056
OFF	028084_3_d11off	740	74	156	0	5.546	0.6667	0.2949	0.3077
OFF	028084_3_d11off	820	82	253	7	0.5515	0	0	0.003953
OFF	028084_3_d11off	850	85	882	2	0.5521	0.01814	0	0.05442
OFF	028084_3_d11off	890	89	88	0	0.5828	0	0	0.2273
OFF	028084_3_d11off	920	92	396	3	0.5425	0	0	0.007576
OFF	028084_3_d11off	960	96	77	0	4.281	0.6234	0.03896	0.961
OFF	028084_3_d11off	970	97	226	3	0.5402	0	0	0.03097
OFF	028084_3_d11off	1000	100	215	0	0.8364	0.4419	0.3349	0.2186
OFF	028084_4_d11off	150	15	80	5	0.4825	0	0	0.125
OFF	028084_4_d11off	180	18	780	2	0.5125	0.08846	0.03718	0.1346
OFF	028084_4_d11off	270	27	184	0	1.306	0.4348	0.1957	0.1793
OFF	028084_4_d11off	290	29	607	7	0.5658	0.1944	0.1351	0.4498
OFF	028084_4_d11off	370	37	743	7	0.4203	0	0	0.07806
OFF	028084_4_d11off	380	38	153	2	6.697	0.7451	0.3137	0.6863
OFF	028084_4_d11off	390	39	520	3	0.5387	0.2269	0.1596	0.3019
OFF	028084_4_d11off	391	39	509	4	0.5298	0.2338	0.1631	0.3026
OFF	028084_4_d11off	430	43	289	0	5.656	0.6886	0.2699	0.6228
OFF	028084_4_d11off	450	45	499	7	0.5208	0.1443	0.09218	0.1904
OFF	028084_4_d11off	460	46	113	2	0.5924	0.2389	0.0354	0.3097
OFF	028084_4_d11off	490	49	314	0	2.295	0.4682	0.2261	0.5382
OFF	028084_4_d11off	510	51	640	0	0.5463	0.1094	0.07187	0.1781
OFF	028084_4_d11off	520	52	751	7	0.4395	0	0	0.01332
OFF	028084_4_d11off	560	56	259	2	0.5888	0.3012	0.1969	0.2201
OFF	028084_4_d11off	570	57	433	2	6.819	0.6189	0.4134	0.3649
OFF	028084_4_d11off	940	94	274	7	0.5786	0.3139	0.1387	0.4234
OFF	028084_4_d11off	990	99	667	4	0.5303	0	0	0.02399
OFF	028084_4_d11off	1100	110	577	2	0.6666	0.13	0.06932	0.1993
OFF	028084_4_d11off	1150	115	513	2	0.5537	0.115	0.04288	0.1793
OFF	028084_5_d11off	300	30	381	3	0.4169	0	0	0.0315
OFF	028084_5_d11off	320	32	675	2	0.4414	0	0	0.0563
OFF	028084_5_d11off	340	34	778	2	0.5062	0.09383	0.0617	0.1208
OFF	028084_5_d11off	400	40	269	2	0.5041	0.145	0.05204	0.3271
OFF	028084_5_d11off	410	41	235	7	0.4726	0	0	0.1106
OFF	028084_5_d11off	450	45	410	3	1.567	0.4	0.06341	0.6366
OFF	028084_5_d11off	520	52	1092	2	4.714	0.6474	0.2308	0.6905
OFF	028084_5_d11off	900	90	140	3	0.5344	0	0	0
OFF	028084_5_d11off	990	99	383	2	0.7812	0.4256	0.2454	0.1802
OFF	028084_5_d11off	1010	101	273	3	0.5248	0	0	0.04762
OFF	028084_5_d11off	1020	102	934	3	0.4843	0.06103	0.03426	0.1113
OFF	028084_5_d11off	1060	106	690	7	0.4571	0	0	0.01449
OFF	028084_5_d11off	1080	108	90	0	11.47	0.8222	0.5556	0.2222
OFF	028084_5_d11off	1090	109	301	2	1.342	0.3256	0	0.6512
OFF	028084_5_d11off	1110	111	945	2	8.853	0.6646	0.473	0.3545
OFF	028084_5_d11off	1130	113	516	3	0.5245	0	0	0.03488
OFF	028084_5_d11off	1150	115	84	0	0.481	0.05952	0	0.1548
OFF	028084_5_d11off	1160	116	193	3	0.4692	0	0	0.02073
OFF	028084_5_d11off	1170	117	291	2	0.7121	0.3436	0.11	0.1237
OFF	028084_5_d11off	1220	122	443	2	0.569	0.2009	0.149	0.1332
OFF	028084_5_d11off	1250	125	882	2	0.5216	0.102	0.0737	0.1372
OFF	028084_5_d11off	1290	129	196	4	0.534	0.2143	0.03061	0.3776
OFF	028084_5_d11off	1350	135	1085	2	0.552	0.1023	0.05253	0.141
OFF	028084_6_d11off	200	20	78	3	0.487	0	0	0.4744
OFF	028084_6_d11off	210	21	439	2	3.272	0.5148	0.2301	0.2984
OFF	028084_6_d11off	350	35	598	2	0.5324	0.1221	0.08361	0.1388
OFF	028084_6_d11off	410	41	367	4	0.4501	0	0	0.04087
OFF	028084_6_d11off	490	49	511	7	3.581	0.5714	0.0998	0.8552
OFF	028084_6_d11off	491	49	509	7	3.528	0.5599	0.09823	0.9037
OFF	028084_6_d11off	500	50	153	0	3.028	0.5163	0.03268	0.9869
OFF	028084_6_d11off	540	54	354	2	5.318	0.6299	0.2825	0.5198
OFF	028084_6_d11off	550	55	197	7	0.3958	0	0	0.04569
OFF	028084_6_d11off	600	60	97	7	10.15	0.8247	0.5052	0.4948
OFF	028084_6_d11off	601	60	114	7	9.149	0.8333	0.4737	0.4474
OFF	028084_6_d11off	610	61	105	0	6.883	0.6286	0.3714	0.1429
OFF	028084_6_d11off	620	62	23	3	0.7294	0	0	0.1739
OFF	028084_6_d11off	900	90	103	3	0.5297	0	0	0
OFF	028084_6_d11off	910	91	53	3	7.061	0.7547	0.3208	0.9245
OFF	028084_6_d11off	911	91	53	0	6.971	0.7547	0.3019	0.4528
OFF	028084_6_d11off	920	92	590	3	0.5859	0.1746	0.1356	0.2169
OFF	028084_6_d11off	960	96	542	2	0.5646	0.3007	0.2122	0.1292
OFF	028084_6_d11off	970	97	345	2	0.6344	0.2435	0.1739	0.2725
OFF	028084_6_d11off	980	98	226	2	1.346	0.4425	0.2566	0.4027
OFF	028084_6_d11off	1060	106	506	2	0.5534	0.1581	0.1126	0.1838
OFF	028084_6_d11off	1080	108	861	4	0.556	0.1301	0.101	0.09175
OFF	028084_6_d11off	1090	109	459	2	0.4923	0	0	0.02614
OFF	028084_6_d11off	1110	111	134	0	8.002	0.6269	0.4478	0.2313
OFF	028084_6_d11off	1120	112	358	3	5.758	0.6927	0.2598	0.6285
OFF	028084_6_d11off	1140	114	400	3	0.5824	0.24	0.115	0.225
OFF	028084_6_d11off	1210	121	1758	2	0.4865	0.08646	0.05916	0.1388
OFF	028084_6_d11off	1211	121	1770	2	0.4844	0.08588	0.05932	0.148
OFF	028084_6_d11off	1240	124	461	2	0.5934	0.1931	0.1453	0.2082
OFF	028084_7_d11off	250	25	74	7	0.4296	0	0	0.06757
OFF	028084_7_d11off	260	26	48	0	0.5106	0	0	0.9375
OFF	028084_7_d11off	270	27	166	3	0.3579	0	0	0.04217
OFF	028084_7_d11off	340	34	574	7	0.4601	0	0	0.1307
OFF	028084_7_d11off	370	37	289	2	3.366	0.5121	0.1903	0.5156
OFF	028084_7_d11off	380	38	547	2	0.641	0.3291	0.1755	0.351
OFF	028084_7_d11off	400	40	416	2	0.484	0	0	0.238
OFF	028084_7_d11off	440	44	1044	4	0.465	0	0	0.08908
OFF	028084_7_d11off	450	45	687	2	0.5967	0.2518	0.1805	0.2926
OFF	028084_7_d11off	560	56	608	4	0.5164	0	0	0.01151
OFF	028084_7_d11off	600	60	359	2	0.5756	0.1532	0.08635	0.1838
OFF	028084_7_d11off	610	61	298	2	0.5984	0.2517	0.1443	0.3121
OFF	028084_7_d11off	690	69	158	2	1.111	0.3734	0.2215	0.4873
OFF	028084_7_d11off	700	70	318	2	0.5394	0	0	0.1226
OFF	028084_7_d11off	980	98	94	3	0.53	0	0	0.06383
OFF	028084_7_d11off	1000	100	195	7	6.475	0.7385	0.3436	0.4308
OFF	028084_7_d11off	1040	104	175	7	0.4972	0	0	0.01714
OFF	028084_7_d11off	1080	108	57	0	4.066	0.614	0.1228	0.9298
OFF	028084_7_d11off	1140	114	270	4	4.308	0.6259	0.1926	0.6593
OFF	028084_7_d11off	1150	115	80	0	6.512	0.6625	0.35	0.475
OFF	028084_7_d11off	1230	123	727	0	0.5609	0	0	0.011
OFF	028084_7_d11off	1260	126	70	0	9.318	0.8	0.4571	0.5143
OFF	028084_7_d11off	1320	132	90	0	5.757	0.7111	0.2889	0.5
OFF	028084_7_d11off	1340	134	428	0	0.5273	0	0	0.009346
OFF	028084_7_d11off	1350	135	133	7	0.5362	0	0	0.01504
OFF	028084_8_d11off	270	27	643	2	0.5528	0.1757	0.1291	0.1244
OFF	028084_8_d11off	300	30	1077	2	0.4864	0.1597	0.07799	0.2108
OFF	028084_8_d11off	330	33	278	7	0.4636	0	0	0.1906
OFF	028084_8_d11off	350	35	693	0	0.837	0.2482	0.04473	0.2092
OFF	028084_8_d11off	380	38	252	4	0.4993	0	0	0.03571
OFF	028084_8_d11off	400	40	389	0	6.717	0.7352	0.3393	0.6761
OFF	028084_8_d11off	420	42	368	3	0.5278	0	0	0.01902
OFF	028084_8_d11off	430	43	224	2	4.522	0.5402	0.3304	0.4643
OFF	028084_8_d11off	431	43	222	3	4.112	0.536	0.3108	0.5315
OFF	028084_8_d11off	450	45	331	3	0.5123	0	0	0.02417
OFF	028084_8_d11off	470	47	476	4	5.481	0.6639	0.2899	0.6891
OFF	028084_8_d11off	480	48	426	0	3.722	0.5845	0.169	0.9765
OFF	028084_8_d11off	880	88	192	7	0.5699	0	0	0
OFF	028084_8_d11off	960	96	316	2	7.021	0.7184	0.3924	0.6424
OFF	028084_8_d11off	980	98	424	7	0.6796	0.3844	0.191	0.3255
OFF	028084_8_d11off	1020	102	618	2	0.5534	0.1408	0.1036	0.1683
OFF	028084_8_d11off	1040	104	462	5	0.5143	0.01732	0	0.05628
OFF	028084_8_d11off	1080	108	515	7	0.5678	0	0	0.01942
OFF	028084_8_d11off	1100	110	67	0	8.961	0.791	0.4627	0.3582
OFF	028084_8_d11off	1110	111	225	0	0.7962	0.4444	0.3378	0.2667
OFF	028084_8_d11off	1180	118	88	0	6.96	0.6932	0.3864	0.3295
OFF	028084_8_d11off	1190	119	64	3	8.342	0.7812	0.4219	0.3281
OFF	028084_8_d11off	1200	120	231	0	0.6319	0.355	0.2597	0.4329
OFF	028084_8_d11off	1210	121	542	0	0.5286	0.02214	0	0.05351
OFF	028084_9_d11off	110	11	377	3	0.4559	0	0	0.002653
OFF	028084_9_d11off	200	20	843	2	0.4973	0.0949	0.06643	0.0949
OFF	028084_9_d11off	240	24	577	0	0.4789	0	0	0.09185
OFF	028084_9_d11off	250	25	167	2	0.7546	0.4311	0.2934	0.1677
OFF	028084_9_d11off	270	27	241	0	3.453	0.527	0.2075	0.4398
OFF	028084_9_d11off	280	28	242	3	0.5423	0	0	0.157
OFF	028084_9_d11off	360	36	660	0	5.189	0.6803	0.2061	0.7985
OFF	028084_9_d11off	410	41	78	3	0.4035	0	0	0
OFF	028084_9_d11off	470	47	1032	2	0.9622	0.1357	0.0814	0.1221
OFF	028084_9_d11off	480	48	700	4	1.619	0.4357	0.3471	0.4114
OFF	028084_9_d11off	500	50	213	2	7.187	0.6385	0.4085	0.3897
OFF	028084_9_d11off	510	51	167	0	5.851	0.7066	0.2994	0.6587
OFF	028084_9_d11off	930	93	187	7	0.5049	0	0	0
OFF	028084_9_d11off	940	94	367	7	0.4955	0	0	0.002725
OFF	028084_9_d11off	980	98	190	0	6.605	0.7263	0.1684	0.5842
OFF	028084_9_d11off	1020	102	764	2	0.558	0.01047	0	0.03927
OFF	028084_9_d11off	1100	110	214	2	1.038	0.4626	0.3458	0.4766
OFF	028084_9_d11off	1180	118	86	0	12.51	0.8721	0.593	0.3605
OFF	028084_9_d11off	1210	121	326	7	0.7496	0.3374	0.2239	0.1902
OFF	028084_9_d11off	1250	125	704	2	0.4837	0.02983	0	0.1122
