# doc pdvd/55 sec 17 -- CheckSTM_Michel failure register, arm d53v.
# One row per (item, failure class).  Regenerate with pdhd/stm_michel_scan/mkfailures.py after a fix to see whether a class shrank.
# 'scan' columns are the hand scan (doc 55); everything else is the chain's own payload.
item	scan_id	tranche	failure_class	scan_verdict	chain_is_stm	chain_reject	detail
039252_8/93	76	2	A_is_stm_false_positive	THRU	1	STM	chain is_stm=1, scan THRU
039253_14/84	116	2	A_is_stm_false_positive	THRU	1	STM	chain is_stm=1, scan THRU
039349_13/56	201	2	A_is_stm_false_positive	THRU	1	STM	chain is_stm=1, scan THRU
039349_21/26	240	2	A_is_stm_false_positive	THRU	1	STM	chain is_stm=1, scan THRU
039349_22/45	246	2	A_is_stm_false_positive	THRU	1	STM	chain is_stm=1, scan THRU
039349_26/51	267	2	A_is_stm_false_positive	THRU	1	STM	chain is_stm=1, scan THRU
039349_38/60	329	1	A_is_stm_false_positive	THRU	1	STM	chain is_stm=1, scan THRU
039349_59/14	433	2	A_is_stm_false_positive	THRU	1	STM	chain is_stm=1, scan THRU
039349_6/62	439	2	A_is_stm_false_positive	THRU	1	STM	chain is_stm=1, scan THRU
039252_0/75	2	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039252_12/123	16	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg	scan STM_ONLY, chain rejects no_bragg
039252_12/95	14	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039252_15/81	28	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039252_16/108	37	2	B_is_stm_false_negative	STM_ONLY	0	plateau_off_mip	scan STM_ONLY, chain rejects plateau_off_mip
039252_16/110	38	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039252_16/32	31	2	B_is_stm_false_negative	STM_MICHEL	0	profile_sparse	scan STM_MICHEL, chain rejects profile_sparse
039252_16/98	36	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat|profile_sparse	scan STM_MICHEL, chain rejects shape_flat|profile_sparse
039252_17/104	43	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039252_17/88	40	2	B_is_stm_false_negative	STM_MICHEL	0	plateau_off_mip	scan STM_MICHEL, chain rejects plateau_off_mip
039252_2/103	50	2	B_is_stm_false_negative	STM_MICHEL	0	stop_near_boundary	scan STM_MICHEL, chain rejects stop_near_boundary
039252_2/39	44	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039252_2/55	45	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039252_3/75	56	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039252_5/73	59	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039252_6/100	64	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039252_6/106	65	2	B_is_stm_false_negative	STM_ONLY	0	plateau_off_mip	scan STM_ONLY, chain rejects plateau_off_mip
039252_7/98	70	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039252_7/99	71	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039252_8/102	78	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|plateau_off_mip	scan STM_MICHEL, chain rejects no_bragg|plateau_off_mip
039252_8/82	74	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039252_9/101	84	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039252_9/49	80	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039252_9/52	81	1	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039252_9/94	83	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039253_0/102	89	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039253_0/110	90	2	B_is_stm_false_negative	STM_MICHEL	0	stop_near_boundary	scan STM_MICHEL, chain rejects stop_near_boundary
039253_0/44	86	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039253_1/79	92	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039253_1/98	93	2	B_is_stm_false_negative	STM_ONLY	0	not_muon_pid	scan STM_ONLY, chain rejects not_muon_pid
039253_10/77	98	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039253_13/39	110	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039253_13/73	111	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039253_15/105	124	1	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039253_15/45	120	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039253_17/115	133	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039253_17/77	131	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat|profile_sparse	scan STM_MICHEL, chain rejects shape_flat|profile_sparse
039253_2/13	135	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039253_2/77	138	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039253_3/29	142	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039253_3/61	143	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039253_4/79	146	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039253_6/90	161	2	B_is_stm_false_negative	STM_MICHEL	0	profile_sparse	scan STM_MICHEL, chain rejects profile_sparse
039253_7/80	163	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039253_8/27	165	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039253_8/28	166	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039253_8/64	172	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039253_9/42	173	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_0/28	177	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039349_1/52	179	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_10/58	183	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_11/19	184	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_15/23	206	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_16/70	212	2	B_is_stm_false_negative	STM_ONLY	0	plateau_off_mip	scan STM_ONLY, chain rejects plateau_off_mip
039349_18/33	220	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_18/36	221	1	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_19/52	225	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_2/38	229	1	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_2/56	232	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_20/32	234	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_21/51	241	1	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_22/22	242	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_22/41	245	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_22/56	247	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_22/63	248	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_24/35	256	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg	scan STM_ONLY, chain rejects no_bragg
039349_26/18	264	1	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039349_26/34	265	2	B_is_stm_false_negative	STM_ONLY	0	plateau_off_mip	scan STM_ONLY, chain rejects plateau_off_mip
039349_26/40	266	1	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_27/41	270	1	B_is_stm_false_negative	STM_MICHEL	0	stop_near_boundary	scan STM_MICHEL, chain rejects stop_near_boundary
039349_28/60	278	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_29/40	280	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039349_29/45	281	1	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_3/46	285	1	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_3/47	286	2	B_is_stm_false_negative	FRAG_STM_ONLY	0	no_bragg|shape_flat	scan FRAG_STM_ONLY, chain rejects no_bragg|shape_flat
039349_30/45	292	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat|profile_sparse	scan STM_MICHEL, chain rejects shape_flat|profile_sparse
039349_31/39	297	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_31/51	298	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_32/63	303	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_34/48	311	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat|profile_sparse	scan STM_ONLY, chain rejects shape_flat|profile_sparse
039349_36/63	319	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_38/57	328	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_41/51	344	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat|profile_sparse	scan STM_MICHEL, chain rejects shape_flat|profile_sparse
039349_44/28	358	2	B_is_stm_false_negative	FRAG_STM_MICHEL	0	no_bragg|shape_flat	scan FRAG_STM_MICHEL, chain rejects no_bragg|shape_flat
039349_48/54	377	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_5/54	383	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_5/64	384	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_5/65	385	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat|continuation	scan STM_MICHEL, chain rejects shape_flat|continuation
039349_50/45	388	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039349_51/21	393	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039349_51/24	394	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_51/29	396	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_52/36	399	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_53/51	405	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_54/30	409	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_54/56	411	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat|profile_sparse	scan STM_MICHEL, chain rejects shape_flat|profile_sparse
039349_55/24	415	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_56/36	422	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_58/21	430	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_58/69	431	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_60/40	441	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_61/21	446	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_63/41	458	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_63/55	462	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_64/24	464	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_64/52	465	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_64/65	468	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_65/40	471	2	B_is_stm_false_negative	STM_ONLY	0	stop_near_boundary	scan STM_ONLY, chain rejects stop_near_boundary
039349_66/78	474	1	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039349_67/78	481	1	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_68/63	487	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_7/4	492	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat|profile_sparse	scan STM_MICHEL, chain rejects shape_flat|profile_sparse
039349_7/63	496	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_7/65	497	2	B_is_stm_false_negative	STM_ONLY	0	plateau_off_mip	scan STM_ONLY, chain rejects plateau_off_mip
039349_70/61	502	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_71/37	505	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_76/25	527	2	B_is_stm_false_negative	STM_ONLY	0	shape_flat	scan STM_ONLY, chain rejects shape_flat
039349_77/63	534	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_81/25	549	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039349_81/41	550	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_81/44	551	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_82/25	555	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039349_82/54	559	2	B_is_stm_false_negative	STM_MICHEL	0	shape_flat	scan STM_MICHEL, chain rejects shape_flat
039349_82/60	560	2	B_is_stm_false_negative	STM_ONLY	0	no_bragg|shape_flat	scan STM_ONLY, chain rejects no_bragg|shape_flat
039349_9/19	566	2	B_is_stm_false_negative	STM_MICHEL	0	no_bragg|shape_flat	scan STM_MICHEL, chain rejects no_bragg|shape_flat
039252_0/35	1	2	C_michel_false_positive	THRU	0	no_bragg|shape_flat	chain michel_found=1 (conn 2, dis 8.3 cm, KE 1.7 MeV), scan THRU
039252_0/76	3	2	C_michel_false_positive	STM_ONLY	1	STM	chain michel_found=1 (conn 2, dis 9.4 cm, KE 0.6 MeV), scan STM_ONLY
039252_12/90	13	2	C_michel_false_positive	THRU	0	no_bragg|shape_flat	chain michel_found=1 (conn 2, dis 2.6 cm, KE 4.1 MeV), scan THRU
039252_16/110	38	2	C_michel_false_positive	STM_ONLY	0	no_bragg|shape_flat	chain michel_found=1 (conn 2, dis 10.9 cm, KE 0.2 MeV), scan STM_ONLY
039252_16/40	33	2	C_michel_false_positive	STM_ONLY	1	STM	chain michel_found=1 (conn 2, dis 11.2 cm, KE 3.8 MeV), scan STM_ONLY
039252_17/91	42	2	C_michel_false_positive	THRU	0	stop_unmatched|no_bragg|shape_flat	chain michel_found=1 (conn 2, dis 12.1 cm, KE 6.2 MeV), scan THRU
039252_3/45	53	2	C_michel_false_positive	THRU	0	no_bragg|shape_flat	chain michel_found=1 (conn 1, dis 0.0 cm, KE 24.8 MeV), scan THRU
039252_6/100	64	2	C_michel_false_positive	STM_ONLY	0	no_bragg|shape_flat	chain michel_found=1 (conn 2, dis 9.4 cm, KE 4.8 MeV), scan STM_ONLY
039252_6/114	66	1	C_michel_false_positive	THRU	0	no_bragg|shape_flat	chain michel_found=1 (conn 1, dis 0.0 cm, KE 3.8 MeV), scan THRU
039252_8/77	73	2	C_michel_false_positive	THRU	0	no_bragg|shape_flat|stop_near_boundary|plateau_off_mip	chain michel_found=1 (conn 2, dis 12.6 cm, KE 0.3 MeV), scan THRU
039252_8/97	77	2	C_michel_false_positive	THRU	0	plateau_off_mip	chain michel_found=1 (conn 2, dis 9.1 cm, KE 4.6 MeV), scan THRU
