# doc pdvd/50 r2 d51_dqdx_rr_apa.py det=pdhd ref=stm/pdhd_ref_dqdx.json status=0 max_abs_x=1e+09 low_thr=21844 (0.40 x plateau 54609.2) complete_max_flow=0.05 files=61
det	event	block	cluster	status	npts	nkept	ngood	length	len_kept	pts_per_cm	kink	exit_L	left_L	has_left	f_low	rrmin	rrmax	reach	nbins	contrast	k_muon	shape_muon	k_proton	shape_proton	best	med_chi2	doc55	complete	n_u0	n_u1	n_u2	n_u3	med_0_1	med_1_2	med_2_3	med_3_5	med_5_7	med_7_10	med_10_15	med_15_20	med_20_30	med_30_40	med_40_60	n_0_1	n_1_2	n_2_3	n_3_5	n_5_7	n_7_10	n_10_15	n_15_20	n_20_30	n_30_40	n_40_60
pdhd	029107_11_d51hstm	741	74	0	47	9	9	28.1217	5.2147	1.7259	8	5.1597	23.5620	1	0.0000	0.0000	5.2147	0	0	nan	nan	nan	nan	nan	none	5.2198	0	0	0	9	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	2	2	2	1	0	0	0	0	0	0
pdhd	029107_11_d51hstm	900	90	0	427	424	424	272.2240	270.2371	1.5690	423	270.2881	2.5359	1	0.0118	0.0000	270.2371	1	8	2.6858	1.0345	0.1489	0.6161	0.1445	proton	2.5784	0	1	0	424	0	0	nan	nan	nan	88904	90680	82317	80710	68233	66394	40910	62801	2	2	1	3	3	5	8	8	15	17	32
pdhd	029107_12_d51hstm	210	21	0	339	339	338	214.3332	214.3332	1.5770	339	214.9332	0.0000	0	0.3432	0.0000	214.3332	1	7	1.8278	0.1806	0.7518	0.1082	0.7835	muon	2.7555	0	0	338	0	0	0	nan	nan	nan	nan	21954	13971	8455	2371	12267	16778	25796	2	2	2	2	3	6	7	6	16	15	32
pdhd	029107_12_d51hstm	330	33	0	126	124	124	76.1647	75.0393	1.6525	123	75.0859	1.6788	1	0.4194	0.0000	75.0393	1	8	3.3173	0.3539	0.8034	0.2108	0.7923	proton	5.5296	0	0	124	0	0	0	nan	nan	nan	43681	57651	53312	15524	12941	39409	3569	30854	2	2	2	3	4	5	8	8	18	17	31
pdhd	029107_12_d51hstm	480	48	0	133	133	128	84.2505	84.2505	1.5193	133	84.8505	0.0000	0	0.5312	0.0000	84.2505	1	8	0.2708	0.2927	0.6284	0.1743	0.6421	muon	2.8661	0	0	128	0	0	0	nan	nan	nan	14820	13381	24621	39045	12680	14521	62296	11717	2	2	1	4	3	4	7	7	12	16	32
pdhd	029107_12_d51hstm	950	95	0	230	229	229	145.5630	145.0552	1.5787	228	145.0558	1.1073	1	0.0044	0.0000	145.0552	1	7	2.3360	1.0370	0.2045	0.6216	0.2214	muon	1.5509	0	1	0	229	0	0	nan	nan	nan	57904	nan	91108	77939	75137	66174	60701	60235	2	2	1	4	2	4	8	8	17	16	30
pdhd	029107_12_d51hstm	1080	108	0	764	764	764	489.2080	489.2080	1.5617	764	489.8080	0.0000	0	0.0798	0.0000	489.2080	1	8	2.5128	1.1218	0.0430	0.6681	0.0740	muon	3.8045	0	0	0	0	0	764	nan	nan	nan	109166	95503	82513	72390	68145	69342	63245	64052	2	2	2	3	3	4	7	8	15	17	31
pdhd	029107_12_d51hstm	1100	110	0	283	283	281	180.2865	180.2865	1.5586	283	180.8865	0.0000	0	0.0427	0.0000	180.2865	1	8	0.7429	0.8249	0.3161	0.4913	0.2987	proton	1.6752	0	1	0	0	0	281	nan	nan	nan	63847	59216	52974	105026	54706	61120	54031	26817	2	2	1	4	3	5	9	7	16	15	29
pdhd	029107_12_d51hstm	1180	118	0	95	90	90	59.5880	57.0556	1.5774	89	57.0132	3.1748	1	0.0333	0.0000	57.0556	1	8	1.2056	0.8380	0.2125	0.4991	0.2316	muon	1.7023	0	1	0	0	0	90	nan	nan	nan	45580	88081	68439	52860	56433	54218	51603	50413	2	1	2	3	3	4	7	8	17	16	27
pdhd	029107_12_d51hstm	1290	129	0	665	665	665	422.4516	422.4516	1.5741	665	422.4128	0.0000	0	0.0286	0.0000	422.4516	1	7	2.9670	1.1117	0.1189	0.6659	0.1082	proton	1.6159	0	1	0	0	177	488	nan	nan	nan	nan	109101	84496	77152	74760	64679	49687	64054	2	1	2	2	3	5	8	9	16	15	30
pdhd	029107_13_d51hstm	520	52	0	172	172	172	109.3927	109.3927	1.5723	172	109.9927	0.0000	0	0.0116	0.0000	109.3927	1	7	0.9483	0.8834	0.2443	0.5295	0.2917	muon	1.3629	0	1	0	0	172	0	nan	nan	nan	52721	nan	52588	58720	56747	67208	56881	68896	2	1	2	3	2	6	8	8	16	17	30
pdhd	029107_13_d51hstm	1140	114	0	166	166	166	106.7286	106.7286	1.5553	166	107.3286	0.0000	0	0.0181	0.0000	106.7286	1	8	0.9627	0.9458	0.1373	0.5633	0.1709	muon	2.7698	0	1	0	0	0	166	nan	nan	nan	70355	69126	74710	65847	64468	49878	70353	56240	2	1	2	3	3	6	8	8	16	14	32
pdhd	029107_14_d51hstm	450	45	0	210	210	209	135.2730	135.2730	1.5450	210	135.8730	0.0000	0	0.5311	0.0000	135.2730	1	9	0.9020	0.1186	0.8912	0.0706	0.9210	muon	2.0447	0	0	209	0	0	0	nan	17751	nan	3267	2149	9599	7142	6671	19821	30779	7510	2	3	1	3	3	5	7	9	14	17	29
pdhd	029107_14_d51hstm	890	89	0	160	160	160	102.7975	102.7975	1.5565	160	103.3975	0.0000	0	0.0000	0.0000	102.7975	1	8	0.6542	0.9998	0.2757	0.5955	0.3165	muon	1.3626	0	1	0	0	0	160	nan	nan	nan	69421	51476	64403	61457	91994	68886	71101	74484	2	2	1	3	3	5	8	7	15	15	33
pdhd	029107_15_d51hstm	170	17	0	321	321	321	202.6300	202.6300	1.5842	321	203.2300	0.0000	0	0.2710	0.0000	202.6300	1	8	1.1330	0.4641	0.7002	0.2764	0.7384	muon	3.2179	0	0	321	0	0	0	nan	nan	nan	10418	23948	36406	53503	25443	23319	50202	70659	2	2	1	3	3	5	9	9	16	16	32
pdhd	029107_15_d51hstm	260	26	0	196	196	196	117.0933	117.0933	1.6739	196	117.6933	0.0000	0	0.3980	0.0000	117.0933	1	8	4.5362	0.4006	0.5857	0.2386	0.6154	muon	1.7425	0	0	196	0	0	0	nan	nan	nan	27764	19551	18752	32085	48186	27146	11047	66850	2	2	2	4	3	5	9	9	17	16	34
pdhd	029107_15_d51hstm	400	40	0	208	208	207	129.9581	129.9581	1.5928	208	130.5581	0.0000	0	0.5700	0.0000	129.9581	1	8	0.1296	0.2817	0.8330	0.1678	0.8495	muon	3.1984	0	0	207	0	0	0	nan	nan	nan	20502	9618	14698	52130	5371	33618	57418	12051	2	2	2	3	4	5	9	7	15	16	29
pdhd	029107_15_d51hstm	570	57	0	75	75	75	47.7846	47.7846	1.5695	75	48.3846	0.0000	0	0.4667	0.0000	47.7846	1	8	1.4074	0.3240	0.2402	0.1930	0.2134	proton	4.0832	0	0	0	0	75	0	nan	nan	nan	31279	28162	22478	20353	28874	25250	18235	10772	2	2	1	4	3	5	8	7	15	15	13
pdhd	029107_15_d51hstm	1420	142	0	166	166	166	104.5619	104.5619	1.5876	166	105.1619	0.0000	0	0.0120	0.0000	104.5619	1	8	1.0328	1.1748	0.0659	0.6997	0.0731	muon	2.0540	0	1	0	0	0	166	nan	nan	nan	116858	100319	85578	77904	72442	78247	60606	64264	2	2	1	4	3	5	7	8	16	15	30
pdhd	029107_16_d51hstm	461	46	0	390	390	390	245.3817	245.3817	1.5894	390	245.9817	0.0000	0	0.1667	0.0000	245.3817	1	8	1.2800	0.5070	0.4920	0.3019	0.5271	muon	3.8995	0	0	390	0	0	0	nan	nan	nan	64886	27352	14284	47406	22834	38850	39560	49185	2	2	2	3	3	5	9	7	18	18	29
pdhd	029107_16_d51hstm	790	79	0	66	66	66	40.5935	40.5935	1.6259	66	41.1935	0.0000	0	0.0909	0.0000	40.5935	1	8	1.0015	0.6537	0.2241	0.3824	0.2262	muon	2.4145	0	0	0	0	0	66	nan	nan	47683	49670	49734	48124	58493	58602	47454	31835	nan	2	1	3	3	3	5	8	9	16	15	1
pdhd	029107_16_d51hstm	1060	106	0	552	544	544	354.5586	349.4717	1.5566	543	349.5200	5.6386	1	0.0092	0.0000	349.4717	1	8	2.1795	1.0634	0.0373	0.6333	0.0705	muon	1.6262	1	1	0	0	0	544	nan	nan	nan	102625	84559	80012	70053	69783	64227	57839	61669	2	2	2	3	4	4	8	8	14	16	31
pdhd	029107_16_d51hstm	1080	108	0	343	343	342	223.9697	223.9697	1.5270	343	224.5697	0.0000	0	0.0468	0.0000	223.9697	1	8	1.4139	0.5352	0.6663	0.3187	0.7010	muon	2.3595	0	1	0	0	0	342	nan	nan	nan	11104	36054	48538	47203	39923	23350	49390	75757	2	1	1	3	3	5	7	8	11	17	29
pdhd	029107_16_d51hstm	1180	118	0	210	210	210	135.3824	135.3824	1.5512	210	135.9824	0.0000	0	0.0000	0.0000	135.3824	1	8	1.0720	0.5779	0.3881	0.3442	0.4363	muon	4.8416	0	1	0	0	0	210	nan	nan	nan	41406	33791	34265	28208	27670	47730	66018	50126	2	2	1	4	3	5	8	7	14	16	31
pdhd	029107_17_d51hstm	330	33	0	508	508	480	333.3098	333.3098	1.4401	508	333.9098	0.0000	0	0.0604	0.0000	333.3098	1	8	0.2072	0.6385	0.7551	0.3802	0.7913	muon	1.6994	0	0	0	0	480	0	nan	nan	nan	15485	31498	30596	26016	109354	71169	65979	65843	2	1	2	4	3	5	8	8	14	16	31
pdhd	029107_18_d51hstm	240	24	0	62	62	62	41.0629	41.0629	1.5099	62	41.6629	0.0000	0	0.3871	0.0000	41.0629	1	6	1.1316	0.4604	0.5074	0.2710	0.5095	muon	4.2551	0	0	62	0	0	0	nan	nan	nan	56959	nan	39872	13688	58269	17161	31947	nan	2	2	2	3	0	4	8	9	16	14	2
pdhd	029107_18_d51hstm	310	31	0	399	399	396	252.7043	252.7043	1.5670	399	253.3043	0.0000	0	0.2020	0.0000	252.7043	1	8	0.0657	0.5174	0.8343	0.3082	0.8678	muon	2.0410	0	0	396	0	0	0	nan	nan	nan	14313	13187	18047	50399	69523	67081	71752	42512	2	1	1	3	3	4	7	8	15	15	31
pdhd	029107_18_d51hstm	340	34	0	155	155	155	96.4044	96.4044	1.6078	155	97.0044	0.0000	0	0.3419	0.0000	96.4044	1	7	1.3050	0.3518	0.6347	0.2109	0.6764	muon	1.1619	0	0	155	0	0	0	nan	nan	nan	18754	nan	13774	27782	28419	17197	14327	76918	2	2	1	4	2	5	8	8	14	15	33
pdhd	029107_18_d51hstm	440	44	0	777	777	725	490.0945	490.0945	1.4793	777	490.6945	0.0000	0	0.1779	0.0000	490.0945	1	8	1.5766	0.6452	0.3889	0.3843	0.4344	muon	16.9625	0	0	725	0	0	0	nan	nan	nan	60690	44515	25134	27155	49541	46856	54079	61682	2	1	2	3	3	5	8	9	15	17	31
pdhd	029107_18_d51hstm	450	45	0	805	802	783	505.1633	503.4760	1.5552	801	503.4282	2.3351	1	0.0473	0.0000	503.4760	1	8	1.1851	0.5767	0.3874	0.3435	0.4380	muon	8.8390	0	1	783	0	0	0	nan	nan	nan	31839	28408	34255	39978	36295	43194	47830	62669	2	2	1	4	3	5	7	8	17	15	31
pdhd	029107_18_d51hstm	541	54	0	39	39	21	44.7104	44.7104	0.4697	39	45.3104	0.0000	0	0.9048	0.0000	44.7104	1	2	nan	0.1374	0.4118	0.0891	0.4429	muon	0.0967	0	0	0	0	21	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	5218	11536	2	0	0	0	0	0	0	0	2	12	5
pdhd	029107_18_d51hstm	590	59	0	254	254	248	158.9469	158.9469	1.5603	254	159.5469	0.0000	0	0.0806	0.0000	158.9469	1	6	0.1403	0.6983	0.9375	0.4219	0.9648	muon	1.0283	0	0	0	0	248	0	nan	nan	nan	nan	nan	6768	56783	84276	81714	46903	59417	2	1	2	2	0	3	8	8	17	16	33
pdhd	029107_18_d51hstm	790	79	0	492	492	482	303.6460	303.6460	1.5874	492	304.2460	0.0000	0	0.7220	0.7719	303.6460	1	8	nan	0.1147	0.9813	0.0683	1.0079	muon	1.4031	0	0	482	0	0	0	nan	nan	nan	8923	1308	6549	18284	18786	4292	5096	24718	1	1	2	3	4	4	8	9	16	17	31
pdhd	029107_18_d51hstm	1300	130	0	471	471	471	299.3363	299.3363	1.5735	471	299.9363	0.0000	0	0.0170	0.0000	299.3363	1	8	2.2062	1.1145	0.0416	0.6637	0.0519	muon	2.0475	1	1	0	471	0	0	nan	nan	nan	100980	97145	87692	72492	70883	69933	61011	59995	2	1	2	3	4	5	8	8	16	18	30
pdhd	029107_18_d51hstm	1460	146	0	425	406	406	267.9090	255.6812	1.5879	405	255.7106	12.7984	1	0.0616	0.0000	255.6812	1	8	2.1359	0.7016	0.4234	0.4179	0.4545	muon	3.8751	0	0	0	0	0	406	nan	nan	nan	80294	58978	49524	31123	19354	64627	46569	65679	2	2	1	4	3	5	7	8	15	17	32
pdhd	029107_19_d51hstm	300	30	0	384	358	358	246.0652	229.5519	1.5596	357	229.5752	17.0901	1	0.1006	0.0000	229.5519	1	8	0.6671	0.7098	0.1953	0.4228	0.1749	proton	4.7587	0	0	358	0	0	0	nan	nan	nan	58472	62316	43736	65806	59211	45017	36805	29785	2	2	2	3	3	5	9	7	16	17	32
pdhd	029107_19_d51hstm	600	60	0	677	677	672	427.7632	427.7632	1.5710	677	428.3632	0.0000	0	0.2426	0.0000	427.7632	1	8	0.8423	0.5254	0.2327	0.3129	0.2610	muon	4.5536	0	0	672	0	0	0	nan	nan	nan	39802	30261	43507	47973	30272	34691	24984	41880	2	1	2	3	3	5	9	8	16	15	30
pdhd	029107_19_d51hstm	950	95	0	992	992	992	643.7560	643.7560	1.5410	992	641.0705	0.0000	0	0.0171	0.0000	643.7560	1	8	2.1241	0.7586	0.8580	0.4518	0.8808	muon	2.3333	0	1	0	859	0	133	nan	nan	nan	127448	72156	6898	33736	89040	64046	69140	61817	2	2	1	4	3	5	7	8	16	15	32
pdhd	029107_19_d51hstm	1060	106	0	412	377	377	274.2945	242.2701	1.5561	376	238.4492	32.5769	1	0.1114	0.0000	242.2701	1	8	1.7099	1.0534	0.1532	0.6274	0.1337	proton	1.1788	0	0	0	31	0	346	nan	nan	nan	83926	81794	87898	75697	83855	68974	63619	42886	2	2	2	3	3	5	6	7	10	17	30
pdhd	029107_19_d51hstm	1110	111	0	173	173	171	121.5110	121.5110	1.4073	173	122.1110	0.0000	0	0.0234	0.0000	121.5110	1	5	0.2852	1.0964	0.1942	0.6705	0.2033	muon	1.6993	0	1	0	0	0	171	nan	nan	nan	nan	nan	nan	55362	94208	71174	61342	58858	2	1	0	0	0	0	4	7	16	16	29
pdhd	029107_19_d51hstm	1200	120	0	241	241	241	153.0927	153.0927	1.5742	241	153.6927	0.0000	0	0.0000	0.0000	153.0927	1	9	0.6712	0.9347	0.4821	0.5615	0.4752	proton	2.3157	0	1	0	0	0	241	52941	nan	nan	61923	61791	60876	119933	85615	76051	76149	59135	3	1	2	3	3	4	9	8	16	15	33
pdhd	029107_19_d51hstm	1230	123	0	347	326	326	222.4034	209.7474	1.5543	325	206.9310	13.2560	1	0.0184	0.0000	209.7474	1	8	nan	0.9926	0.1977	0.5911	0.2078	muon	1.2669	0	1	0	1	0	325	nan	nan	nan	67944	80182	70545	64372	99889	64833	50515	55339	1	0	0	3	3	3	8	8	14	17	33
pdhd	029107_1_d51hstm	320	32	0	228	228	226	139.4736	139.4736	1.6204	228	140.0736	0.0000	0	0.4956	0.0000	139.4736	1	8	1.3499	0.4254	0.6360	0.2534	0.6578	muon	2.0781	0	0	226	0	0	0	nan	nan	nan	33168	11401	13887	42203	65761	37360	38664	24219	2	2	2	3	3	5	8	8	16	16	31
pdhd	029107_1_d51hstm	360	36	0	565	565	563	359.9402	359.9402	1.5641	565	356.8223	0.0000	0	0.1776	0.0000	359.9402	1	8	0.9216	0.5757	0.5488	0.3429	0.5845	muon	3.3812	0	0	523	0	40	0	nan	nan	nan	27436	65310	30166	17583	67079	33371	35839	75217	2	1	2	3	3	4	9	8	16	17	33
pdhd	029107_1_d51hstm	420	42	0	46	46	46	132.1738	132.1738	0.3480	46	132.7738	0.0000	0	0.5217	0.0000	132.1738	1	3	nan	0.3232	1.0913	0.1999	1.1481	muon	1.6811	0	0	0	0	46	0	nan	nan	nan	nan	nan	nan	nan	7442	11943	nan	81518	1	1	0	0	0	0	2	3	8	0	17
pdhd	029107_1_d51hstm	820	82	0	273	273	273	177.9415	177.9415	1.5342	273	178.5415	0.0000	0	0.0440	0.0000	177.9415	1	8	0.4972	0.8735	0.3722	0.5202	0.3960	muon	1.2567	0	1	0	273	0	0	nan	nan	nan	43069	45634	67580	60572	66372	104686	58249	49479	2	2	1	3	3	4	7	9	15	16	31
pdhd	029107_1_d51hstm	850	85	0	210	183	183	131.8871	114.4515	1.5989	182	114.4042	18.0829	1	0.0164	0.0000	114.4515	1	8	0.2671	0.8140	0.3475	0.4848	0.3767	muon	3.3167	0	1	0	183	0	0	nan	nan	nan	39107	41002	57525	70590	77123	58312	56085	55815	2	2	2	3	4	5	7	7	16	16	31
pdhd	029107_20_d51hstm	220	22	0	170	170	164	106.7317	106.7317	1.5366	170	107.3317	0.0000	0	0.3537	3.1191	106.7317	0	8	nan	0.3374	0.9297	0.2009	0.9290	proton	1.7130	0	0	164	0	0	0	nan	nan	nan	4715	17965	34347	38859	56561	48926	33970	7504	0	0	0	4	3	5	9	7	16	17	28
pdhd	029107_20_d51hstm	240	24	0	103	103	102	64.1514	64.1514	1.5900	103	64.7514	0.0000	0	0.4608	0.0000	64.1514	1	8	1.1271	0.3131	0.3003	0.1865	0.3294	muon	3.0829	0	0	102	0	0	0	nan	nan	nan	24812	27101	26986	24991	11167	16531	17468	30000	2	2	1	3	3	6	8	7	16	15	32
pdhd	029107_20_d51hstm	480	48	0	87	87	86	231.6202	231.6202	0.3713	87	232.2202	0.0000	0	0.6977	0.0000	231.6202	1	3	0.9189	0.2248	0.4742	0.1424	0.5142	muon	1.0754	0	0	0	0	86	0	nan	nan	nan	nan	nan	nan	nan	nan	7211	14440	20929	2	1	0	0	0	0	0	1	7	3	6
pdhd	029107_20_d51hstm	570	57	0	169	169	169	107.4547	107.4547	1.5728	169	108.0547	0.0000	0	0.0178	0.0000	107.4547	1	8	2.2600	1.0687	0.1634	0.6365	0.1805	muon	1.8625	0	1	0	0	169	0	nan	nan	nan	99684	107615	71750	74141	47990	75537	61223	63864	2	1	2	3	3	4	8	7	18	15	30
pdhd	029107_20_d51hstm	1080	108	0	219	219	219	137.3110	137.3110	1.5949	219	136.1751	0.0000	0	0.0137	0.0000	137.3110	1	8	0.2454	1.0288	0.2406	0.6127	0.2566	muon	2.0069	0	1	0	178	0	41	nan	nan	nan	52435	78405	93226	92150	65591	67514	63426	60135	2	1	2	3	4	5	8	8	12	17	32
pdhd	029107_20_d51hstm	1360	136	0	286	286	286	183.6182	183.6182	1.5576	286	184.2182	0.0000	0	0.0524	0.0000	183.6182	1	8	1.5996	0.7044	0.3788	0.4195	0.3881	muon	1.5873	0	0	0	286	0	0	nan	nan	nan	110643	47460	49595	52050	46355	18418	48181	51654	2	2	1	3	3	6	7	8	14	15	31
pdhd	029107_20_d51hstm	1390	139	0	507	507	491	330.0182	330.0182	1.4878	507	330.6182	0.0000	0	0.4460	0.0000	330.0182	1	7	0.2837	1.0332	0.1556	0.6188	0.1541	proton	6.6645	0	0	0	0	0	491	nan	nan	nan	nan	65855	105733	73805	64229	65187	56211	54189	2	2	1	1	3	4	8	9	16	16	32
pdhd	029107_20_d51hstm	1510	151	0	901	892	892	573.5696	567.4159	1.5720	891	565.4176	6.8888	1	0.1256	0.0000	567.4159	1	8	3.1445	0.5484	0.5579	0.3266	0.5567	proton	2.2987	0	0	475	417	0	0	nan	nan	nan	104336	77425	25670	57698	12042	26878	27202	36909	2	1	2	3	3	5	8	9	16	15	32
pdhd	029107_21_d51hstm	320	32	0	129	129	128	80.3172	80.3172	1.5937	129	80.9172	0.0000	0	0.2812	0.0000	80.3172	1	7	0.0630	0.4145	0.8425	0.2485	0.8691	muon	1.6326	0	0	128	0	0	0	nan	nan	nan	17809	nan	18784	8025	43158	81642	61084	21096	2	1	2	3	2	5	8	9	17	15	31
pdhd	029107_21_d51hstm	410	41	0	176	168	168	109.5899	104.9977	1.6000	167	105.0506	5.1393	1	0.1250	0.0000	104.9977	1	8	1.5953	0.7816	0.2998	0.4655	0.2970	proton	4.8776	0	0	168	0	0	0	nan	nan	nan	65502	50616	119717	48928	45619	48078	31790	48917	2	2	2	4	3	4	8	8	16	16	31
pdhd	029107_21_d51hstm	430	43	0	690	690	690	447.6942	447.6942	1.5412	690	446.0237	0.0000	0	0.0797	0.0000	447.6942	1	6	0.5247	0.9284	0.3802	0.5608	0.4233	muon	3.7833	0	0	419	0	271	0	nan	nan	nan	nan	nan	35143	54264	51278	80414	79477	65149	2	2	1	1	0	3	8	9	14	16	33
pdhd	029107_21_d51hstm	510	51	0	112	112	95	248.7779	248.7779	0.3819	112	249.3779	0.0000	0	0.8526	0.0000	248.7779	1	3	nan	0.1009	0.4030	0.0624	0.4597	muon	1.0409	0	0	0	0	95	0	nan	nan	nan	nan	nan	nan	nan	4461	5035	nan	9825	2	0	0	0	0	1	0	3	13	0	6
pdhd	029107_21_d51hstm	530	53	0	62	62	62	40.1191	40.1191	1.5454	62	40.7191	0.0000	0	0.0000	0.0000	40.1191	1	7	0.6184	0.7632	0.3364	0.4471	0.3605	muon	3.0784	0	1	0	0	62	0	nan	nan	nan	58094	46729	54319	32139	81834	51354	64751	nan	2	1	2	3	3	5	7	8	14	16	1
pdhd	029107_21_d51hstm	640	64	0	93	93	93	58.1624	58.1624	1.5990	93	58.7624	0.0000	0	0.3333	0.0000	58.1624	1	8	0.2941	0.3531	0.9097	0.2103	0.9445	muon	2.7264	0	0	0	0	93	0	nan	nan	nan	41138	47974	12428	3638	20311	20413	56534	54901	2	1	2	3	3	5	7	9	16	17	28
pdhd	029107_21_d51hstm	650	65	0	436	436	433	279.4469	279.4469	1.5495	436	280.0469	0.0000	0	0.0855	0.0000	279.4469	1	8	3.1723	0.6862	0.6130	0.4087	0.6208	muon	4.8876	0	0	0	0	433	0	nan	nan	nan	113936	71446	12310	57995	79673	32599	32528	47603	2	1	2	3	3	4	8	7	15	12	31
pdhd	029107_21_d51hstm	1090	109	0	71	71	71	43.4786	43.4786	1.6330	71	44.0786	0.0000	0	0.0000	0.0000	43.4786	1	8	0.5099	1.0522	0.3606	0.6267	0.4066	muon	4.0257	0	1	0	0	0	71	nan	nan	nan	62731	85206	68218	39617	69950	84194	84834	98989	2	1	2	3	3	5	8	7	17	17	6
pdhd	029107_22_d51hstm	400	40	0	300	285	285	191.4195	181.1939	1.5729	284	181.1655	10.8539	1	0.0000	0.0000	181.1939	1	8	1.7540	1.0752	0.1123	0.6404	0.1231	muon	2.3969	0	1	0	0	285	0	nan	nan	nan	92590	92066	89417	73527	61254	76085	50471	64434	2	1	2	3	3	4	10	8	17	15	32
pdhd	029107_22_d51hstm	460	46	0	89	89	89	54.3911	54.3911	1.6363	89	54.9911	0.0000	0	0.0000	0.0000	54.3911	1	8	2.6850	1.1548	0.0823	0.6877	0.1277	muon	2.3062	1	1	0	0	89	0	nan	nan	nan	94780	94109	88623	72127	77486	66937	66565	76370	2	2	1	3	4	5	8	8	16	17	23
pdhd	029107_22_d51hstm	1230	123	0	412	412	412	266.8532	266.8532	1.5439	412	267.4532	0.0000	0	0.0000	0.0000	266.8532	1	8	2.4801	1.0938	0.0648	0.6514	0.0897	muon	1.9128	1	1	0	0	0	412	nan	nan	nan	100547	98784	77396	71349	66574	71945	58341	63556	2	1	2	3	3	4	7	8	16	17	29
pdhd	029107_23_d51hstm	350	35	0	171	171	163	107.8397	107.8397	1.5115	171	108.4397	0.0000	0	0.3067	0.0000	107.8397	1	7	0.8688	0.3476	0.9523	0.2084	0.9936	muon	1.6922	0	0	163	0	0	0	nan	nan	nan	5342	nan	10085	20176	42351	33133	49198	47358	2	2	1	3	1	5	8	8	15	16	32
pdhd	029107_23_d51hstm	550	55	0	68	54	54	42.3521	33.5264	1.6107	53	33.3852	9.5669	1	0.1296	0.0000	33.5264	1	6	2.8524	0.9233	0.2467	0.5430	0.2142	proton	1.6693	0	0	0	0	54	0	nan	nan	nan	nan	100284	85815	59863	66318	51318	33151	nan	2	2	2	2	3	4	8	9	17	5	0
pdhd	029107_23_d51hstm	1081	108	0	1171	1171	1169	754.8943	754.8943	1.5486	1171	752.6729	0.0000	0	0.0445	0.0000	754.8943	1	7	1.0150	0.9253	0.1313	0.5543	0.1810	muon	2.1068	0	1	0	567	0	602	nan	nan	nan	nan	59596	63183	61186	59072	60569	61886	59395	2	2	2	2	4	5	8	8	18	14	30
pdhd	029107_23_d51hstm	1150	115	0	60	60	60	36.9077	36.9077	1.6257	60	37.5077	0.0000	0	0.0333	0.0000	36.9077	1	7	2.2779	0.9670	0.0734	0.5664	0.0709	proton	3.2584	0	1	0	0	0	60	nan	nan	nan	79976	86920	69174	72471	66510	55195	52833	nan	2	2	1	3	4	4	8	9	16	11	0
pdhd	029107_23_d51hstm	1160	116	0	166	166	166	106.1386	106.1386	1.5640	166	106.7386	0.0000	0	0.0602	0.0000	106.1386	1	8	0.9806	0.7781	0.3158	0.4634	0.3523	muon	2.3628	0	0	0	0	0	166	nan	nan	nan	38087	49479	47830	54418	71785	59925	51830	58396	2	1	2	3	3	5	8	8	15	15	33
pdhd	029107_23_d51hstm	1280	128	0	100	72	72	63.2548	46.1742	1.5593	71	46.2337	17.6211	1	0.1111	0.0000	46.1742	1	8	0.7069	0.8958	0.6272	0.5335	0.5874	proton	3.1773	0	0	0	0	0	72	nan	nan	nan	101855	88084	76685	77589	77897	67515	73415	9562	2	2	1	3	4	4	8	7	16	14	11
pdhd	029107_24_d51hstm	190	19	0	128	128	127	82.6262	82.6262	1.5370	128	83.2262	0.0000	0	0.0236	0.0000	82.6262	1	8	2.2614	0.9682	0.2124	0.5766	0.2232	muon	1.7812	0	1	0	0	127	0	nan	nan	nan	59568	88088	82807	77686	71637	41665	63571	57318	2	1	1	3	3	4	8	8	15	16	31
pdhd	029107_24_d51hstm	330	33	0	226	225	225	144.8258	143.9486	1.5631	224	143.8174	1.6085	1	0.0044	0.0000	143.9486	1	8	1.5253	1.1080	0.0811	0.6599	0.0940	muon	1.3790	0	1	0	0	225	0	nan	nan	nan	85929	100331	79976	77699	74381	73375	63546	58111	2	1	2	3	3	5	7	8	15	16	31
pdhd	029107_24_d51hstm	470	47	0	67	25	25	41.5255	15.2151	1.6431	24	15.2038	26.9217	1	0.0000	0.0000	15.2151	0	4	nan	1.0525	0.0810	0.6011	0.0805	proton	1.9072	0	1	0	0	25	0	nan	nan	nan	85558	83393	87039	76377	nan	nan	nan	nan	2	2	2	3	3	4	8	1	0	0	0
pdhd	029107_25_d51hstm	270	27	0	95	95	66	58.2640	58.2640	1.1328	95	58.8640	0.0000	0	0.6515	0.0000	58.2640	1	3	nan	0.2510	0.6995	0.1590	0.6627	proton	2.1345	0	0	66	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	22995	25317	5209	1	0	0	0	0	0	0	1	17	16	31
pdhd	029107_25_d51hstm	890	89	0	780	769	767	504.0139	495.9228	1.5466	768	491.1139	8.7061	1	0.0300	0.0000	495.9228	1	8	0.2173	1.1968	0.1832	0.7128	0.1480	proton	1.9735	0	1	0	658	0	109	nan	nan	nan	99232	125299	108937	82890	87030	75785	49655	54414	2	2	1	3	3	4	8	8	15	15	32
