# doc pdvd/50 r2 d51_dqdx_rr_apa.py det=pdvd ref=stm/pdvd_ref_dqdx_045.json status=0 max_abs_x=305 low_thr=21586 (0.40 x plateau 53965.5) complete_max_flow=0.05 files=120
det	event	block	cluster	status	npts	nkept	ngood	length	len_kept	pts_per_cm	kink	exit_L	left_L	has_left	f_low	rrmin	rrmax	reach	nbins	contrast	k_muon	shape_muon	k_proton	shape_proton	best	med_chi2	doc55	complete	n_u0	n_u1	med_0_1	med_1_2	med_2_3	med_3_5	med_5_7	med_7_10	med_10_15	med_15_20	med_20_30	med_30_40	med_40_60	n_0_1	n_1_2	n_2_3	n_3_5	n_5_7	n_7_10	n_10_15	n_15_20	n_20_30	n_30_40	n_40_60
pdvd	039253_6_d51vstm	790	79	0	124	121	0	77.7219	75.7108	0.0000	120	75.7694	2.5525	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	1.7313	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039253_6_d51vstm	820	82	0	587	587	587	378.7613	378.7613	1.5498	587	378.8148	0.0000	0	0.0596	0.0000	378.7613	1	8	0.8628	0.6367	0.2207	0.3851	0.2545	muon	4.5349	0	0	0	587	nan	nan	nan	51324	47181	48554	37986	44221	24852	46129	48915	2	1	2	3	3	4	7	9	15	15	30
pdvd	039253_6_d51vstm	850	85	0	52	52	52	32.9049	32.9049	1.5803	52	33.5049	0.0000	0	0.1538	0.0000	32.9049	1	7	0.8870	0.6004	0.2960	0.3574	0.3131	muon	3.8047	0	0	0	52	nan	nan	nan	50001	62166	44679	23613	29098	49737	44277	nan	2	2	2	3	3	5	8	7	15	5	0
pdvd	039253_6_d51vstm	900	90	0	111	111	109	162.1123	162.1123	0.6724	111	162.5518	0.0000	0	0.1651	0.0000	162.1123	1	3	nan	0.5489	0.2549	0.3182	0.2576	muon	3.7648	0	0	0	109	nan	nan	nan	67412	42761	30011	nan	nan	nan	nan	nan	2	1	2	3	3	6	2	0	0	0	0
pdvd	039253_6_d51vstm	940	94	0	312	311	311	204.4645	203.9405	1.5250	310	200.9269	1.1276	1	0.0740	0.0000	203.9405	1	7	0.2140	0.8822	0.4467	0.5369	0.4343	proton	1.5289	0	0	0	311	nan	nan	nan	58108	nan	43880	112852	91970	72426	27518	40387	2	2	1	3	2	5	7	8	15	11	32
pdvd	039253_6_d51vstm	990	99	0	160	160	154	152.2894	152.2894	1.0112	160	152.8894	0.0000	0	0.3442	0.0000	152.2894	1	4	nan	0.1408	0.4468	0.0822	0.4429	proton	2.4352	0	0	0	154	nan	nan	nan	nan	9803	9717	19455	5325	nan	nan	nan	2	2	0	2	4	4	8	9	2	0	0
pdvd	039253_6_d51vstm	1091	109	0	173	173	173	112.3616	112.3616	1.5397	173	112.9616	0.0000	0	0.1561	0.0000	112.3616	1	8	0.9658	0.5583	0.2496	0.3377	0.2830	muon	3.0361	0	0	0	173	nan	nan	nan	31419	53877	36632	42357	34235	27040	33848	47035	2	1	2	3	3	4	8	8	16	15	31
pdvd	039253_6_d51vstm	1140	114	0	108	86	86	72.0753	53.5972	1.6046	85	53.6083	19.0670	1	0.0000	0.0000	53.5972	1	8	2.0705	0.8431	0.1026	0.5099	0.1001	proton	3.7250	0	1	0	86	nan	nan	nan	64867	81725	70227	57290	51836	46197	44332	46238	2	2	2	3	3	5	8	7	16	15	23
pdvd	039253_6_d51vstm	1170	117	0	783	783	775	509.5589	509.5589	1.5209	783	498.8220	0.0000	0	0.0645	0.0000	509.5589	1	8	0.4219	0.5824	1.1021	0.3523	1.1304	muon	1.6480	0	0	334	441	nan	nan	nan	26741	20858	3990	98667	81623	77145	65088	60364	2	1	2	3	3	4	8	8	17	16	32
pdvd	039253_7_d51vstm	640	64	0	386	386	328	246.3722	246.3722	1.3313	386	246.9722	0.0000	0	0.0640	0.0000	210.1492	1	7	1.3257	0.6561	0.1906	0.3993	0.2261	muon	1.2413	0	0	0	328	nan	nan	nan	41830	nan	38874	43230	50906	41808	45484	39402	2	1	2	4	2	5	8	7	18	15	31
pdvd	039253_7_d51vstm	800	80	0	238	238	174	151.3275	151.3275	1.1498	238	151.9275	0.0000	0	0.0057	0.0000	111.0234	1	8	1.2245	0.7993	0.2457	0.4834	0.2709	muon	1.2165	0	1	0	174	nan	nan	nan	45956	55520	49779	84136	52082	45838	50888	52644	2	2	2	3	3	5	8	8	17	15	31
pdvd	039253_7_d51vstm	921	92	0	135	135	135	87.9364	87.9364	1.5352	135	88.5364	0.0000	0	0.1704	0.0000	87.9364	1	7	0.9453	0.7418	0.0886	0.4511	0.0981	muon	1.3302	0	0	0	135	nan	nan	nan	nan	66907	49600	51963	46708	46310	35799	42786	2	1	2	2	4	4	8	8	15	14	30
pdvd	039253_8_d51vstm	270	27	0	49	49	49	29.8433	29.8433	1.6419	49	30.4433	0.0000	0	0.0000	0.0000	29.8433	1	6	1.1659	0.6365	0.1309	0.3745	0.1449	muon	3.0478	0	1	49	0	nan	nan	nan	55368	51149	48378	35820	36972	48369	nan	nan	2	2	2	3	3	6	7	9	15	0	0
pdvd	039253_8_d51vstm	280	28	0	299	294	257	197.8531	194.3194	1.3226	293	194.3634	4.0896	1	0.0272	25.0516	194.3194	0	3	nan	1.0968	0.0428	0.7041	0.0833	muon	1.5028	0	1	257	0	nan	nan	nan	nan	nan	nan	nan	nan	62161	61278	63807	0	0	0	0	0	0	0	0	9	14	29
pdvd	039253_8_d51vstm	310	31	0	610	607	580	390.9708	388.9866	1.4911	606	389.0070	2.5324	1	0.0397	16.5984	388.4237	0	4	nan	0.9757	0.0253	0.6146	0.0664	muon	1.6658	0	1	580	0	nan	nan	nan	nan	nan	nan	nan	58949	59115	55700	54266	0	0	0	0	0	0	0	5	16	15	30
pdvd	039253_8_d51vstm	400	40	0	371	371	314	237.2463	237.2463	1.3235	371	237.8463	0.0000	0	0.0701	0.0000	201.1176	1	7	0.3036	0.5151	0.3436	0.3133	0.3750	muon	1.3808	0	0	314	0	nan	nan	nan	nan	53589	21518	29974	22186	46728	33941	36566	2	2	2	2	3	5	8	7	17	16	30
pdvd	039253_8_d51vstm	530	53	0	51	51	0	30.4637	30.4637	0.0000	51	31.0637	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	2.1617	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039253_8_d51vstm	590	59	0	450	437	379	289.9869	281.1055	1.3482	436	281.0815	9.5535	1	0.0237	0.0000	242.5080	1	8	1.6655	0.9236	0.2363	0.5586	0.2373	muon	1.2410	0	1	0	379	nan	nan	nan	103663	80368	78703	71020	32680	53317	48734	54934	2	2	1	4	3	5	8	7	17	15	33
pdvd	039253_8_d51vstm	620	62	0	391	384	384	243.2392	239.3229	1.6045	383	239.1998	4.5443	1	0.0807	0.0000	239.3229	1	8	2.1766	0.9943	0.1088	0.6014	0.0862	proton	3.6896	0	0	0	384	nan	nan	nan	90697	72590	74279	73497	74111	62812	52371	44727	2	2	1	3	4	4	8	8	17	16	30
pdvd	039253_8_d51vstm	640	64	0	45	35	0	29.5007	23.0701	0.0000	34	23.0838	7.0169	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	1.5806	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039253_8_d51vstm	650	65	0	153	153	151	97.3264	97.3264	1.5515	153	97.9264	0.0000	0	0.1457	0.0000	97.3264	1	7	4.3943	0.7601	0.3698	0.4623	0.3793	muon	2.2630	0	0	0	151	nan	nan	nan	nan	65592	50574	62496	63373	19122	49888	54095	2	1	2	2	3	4	8	7	13	15	33
pdvd	039253_8_d51vstm	770	77	0	494	494	443	316.3426	316.3426	1.4004	494	316.9817	0.0000	0	0.0293	0.0000	283.1945	1	8	0.8682	0.7819	0.1556	0.4729	0.1655	muon	1.0003	0	1	0	443	nan	nan	nan	51752	55474	57398	65964	54396	51991	48489	38455	2	1	2	3	3	4	9	8	16	16	31
pdvd	039253_8_d51vstm	810	81	0	550	550	445	354.6058	354.6058	1.2549	550	355.2118	0.0000	0	0.0382	0.0000	287.7437	1	8	1.3853	0.9644	0.1403	0.5833	0.1539	muon	2.0969	0	1	0	445	nan	nan	nan	62971	91958	64807	67716	69658	58103	57961	51471	2	1	2	3	3	5	8	8	16	16	29
pdvd	039253_8_d51vstm	930	93	0	162	157	102	106.4538	103.6258	0.9843	156	103.5341	3.5197	1	0.0000	0.0000	65.0449	1	8	1.3622	0.9326	0.0827	0.5641	0.0881	muon	1.1874	0	1	0	102	nan	nan	nan	84472	81633	73477	67717	51281	51134	48163	54186	2	2	1	3	3	5	7	7	16	16	31
pdvd	039253_8_d51vstm	980	98	0	219	219	212	187.0613	187.0613	1.1333	219	137.7381	0.0000	0	0.2264	0.0000	185.6483	1	2	nan	0.0371	0.2270	0.0215	0.2276	muon	3.6440	0	0	0	212	nan	nan	nan	nan	3730	2178	nan	nan	nan	nan	nan	2	1	0	2	3	5	1	0	0	0	0
pdvd	039253_9_d51vstm	420	42	0	421	421	383	268.7504	268.7504	1.4251	421	269.0655	0.0000	0	0.0601	0.0000	246.9350	1	8	0.5648	0.9360	0.1792	0.5661	0.2068	muon	1.5114	0	0	383	0	nan	nan	nan	108132	57227	53273	60168	58047	61279	63590	53842	2	2	1	3	3	5	7	7	15	15	30
pdvd	039253_9_d51vstm	750	75	0	236	236	179	146.5334	146.5334	1.2216	236	147.1425	0.0000	0	0.1676	0.0000	110.1814	1	8	1.8334	0.6770	0.2276	0.4095	0.2048	proton	1.6298	0	0	0	179	nan	nan	nan	43853	54932	75529	54900	48246	40687	30674	30112	2	2	1	4	3	5	7	9	17	15	34
pdvd	039253_9_d51vstm	1080	108	0	117	117	117	74.4399	74.4399	1.5717	117	75.0399	0.0000	0	0.1538	0.0000	74.4399	1	8	4.6972	0.5178	0.4195	0.3132	0.4319	muon	4.3265	0	0	0	117	nan	nan	nan	100160	49286	33791	25077	18729	23552	24791	46350	2	1	2	4	3	4	7	8	16	16	31
pdvd	039253_9_d51vstm	1110	111	0	144	123	121	91.2702	78.3737	1.5439	122	78.2737	13.5965	1	0.0413	0.0000	78.3737	1	8	2.1218	0.9478	0.0773	0.5732	0.0589	proton	1.5621	1	1	0	121	nan	nan	nan	98463	76742	68561	66516	60857	51174	53277	46705	2	1	2	3	3	5	8	8	14	15	31
pdvd	039349_0_d51vstm	280	28	0	50	50	50	32.8496	32.8496	1.5221	50	33.4496	0.0000	0	0.0000	0.0000	32.8496	1	6	5.2274	1.1439	0.0714	0.6834	0.0489	proton	2.2111	1	1	50	0	nan	nan	nan	nan	94614	90479	80583	75371	59535	60931	nan	2	1	2	2	3	5	7	8	15	5	0
pdvd	039349_0_d51vstm	680	68	0	435	432	370	281.9978	279.9923	1.3215	431	279.9157	2.5963	1	0.0027	0.0000	237.9470	1	8	1.1468	0.8289	0.1972	0.5013	0.2338	muon	1.2535	0	1	0	370	nan	nan	nan	49677	55714	61506	52088	57033	64531	51811	54072	2	2	1	3	3	5	6	9	14	15	29
pdvd	039349_10_d51vstm	270	27	0	351	351	350	227.0572	227.0572	1.5415	351	227.6572	0.0000	0	0.0857	0.0000	227.0572	1	8	0.3732	0.9291	0.1302	0.5620	0.1586	muon	2.5845	0	0	350	0	nan	nan	nan	101768	60438	67547	54326	60913	50879	57123	57026	2	2	1	3	3	4	8	8	15	16	30
pdvd	039349_10_d51vstm	540	54	0	119	119	0	73.2157	73.2157	0.0000	119	73.8157	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	4.8778	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039349_10_d51vstm	580	58	0	252	252	148	163.4847	163.4847	0.9053	252	164.0085	0.0000	0	0.0743	0.0000	92.9056	1	8	0.2311	0.7422	0.8010	0.4489	0.8117	muon	2.6477	0	0	0	148	nan	nan	nan	8713	58486	106974	99427	53210	50937	51793	49662	2	2	2	3	3	6	7	8	15	16	30
pdvd	039349_11_d51vstm	190	19	0	77	76	76	50.1134	49.2250	1.5439	75	49.0729	1.6405	1	0.0000	0.0000	49.2250	1	8	0.8872	1.0416	0.0888	0.6300	0.0954	muon	1.9354	0	1	76	0	nan	nan	nan	89760	94479	72480	75970	67650	51388	62053	56423	2	1	2	3	3	4	9	8	15	15	14
pdvd	039349_11_d51vstm	240	24	0	490	490	426	314.5989	314.5989	1.3541	490	314.8446	0.0000	0	0.0117	0.0000	272.6396	1	9	0.9643	0.8210	0.4062	0.5007	0.4027	proton	1.5148	0	1	426	0	51633	nan	nan	93001	38359	68656	66229	64020	59852	59480	58285	3	1	1	3	3	5	7	8	14	15	32
pdvd	039349_11_d51vstm	410	41	0	54	54	0	34.3324	34.3324	0.0000	54	34.9324	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	1.5577	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039349_11_d51vstm	430	43	0	85	85	82	53.6587	53.6587	1.5282	85	54.2587	0.0000	0	0.7805	0.0000	53.6587	1	6	0.4027	0.1915	0.5843	0.1175	0.6250	muon	2.0997	0	0	0	82	nan	nan	nan	nan	nan	6347	5600	19149	15962	14389	18241	2	2	1	2	2	5	7	7	16	16	22
pdvd	039349_11_d51vstm	460	46	0	154	147	80	97.8746	93.7057	0.8537	146	93.6636	4.8110	1	0.0750	0.0000	53.9099	1	7	1.5499	0.9142	0.0796	0.5560	0.0924	muon	1.2319	0	0	0	80	nan	nan	nan	nan	70533	73456	63926	57290	46373	56931	49271	2	2	2	2	4	4	7	7	15	14	21
pdvd	039349_11_d51vstm	470	47	0	489	489	415	314.5777	314.5777	1.3192	489	314.9651	0.0000	0	0.0217	0.0000	269.7384	1	8	1.6102	0.6194	0.3251	0.3746	0.3508	muon	1.5225	0	1	0	415	nan	nan	nan	54482	47195	46127	46581	34683	18014	47584	54118	2	1	1	4	3	5	7	8	13	17	31
pdvd	039349_12_d51vstm	190	19	0	349	349	349	228.2090	228.2090	1.5293	349	228.8090	0.0000	0	0.0086	0.0000	228.2090	1	8	0.6909	0.8362	0.1869	0.5057	0.2371	muon	2.0506	0	1	349	0	nan	nan	nan	63767	58210	47296	50901	52313	58552	57989	61748	2	1	2	3	3	5	8	7	15	17	30
pdvd	039349_12_d51vstm	240	24	0	457	457	455	291.1719	291.1719	1.5627	457	291.7719	0.0000	0	0.2132	0.0000	291.1719	1	7	1.0356	0.7838	0.2440	0.4770	0.2848	muon	2.3722	0	0	455	0	nan	nan	nan	46063	nan	47774	47871	50416	53796	66361	49075	2	2	1	4	2	5	8	7	17	14	32
pdvd	039349_12_d51vstm	270	27	0	41	41	41	25.8502	25.8502	1.5861	41	26.4502	0.0000	0	0.0000	0.0000	25.8502	1	6	0.6820	0.7774	0.2383	0.4574	0.2571	muon	3.4110	0	1	41	0	nan	nan	nan	50045	58505	51501	46687	59190	69933	nan	nan	2	2	1	3	3	5	8	7	10	0	0
pdvd	039349_12_d51vstm	440	44	0	119	117	116	76.0243	74.8617	1.5495	116	74.6937	1.8369	1	0.0259	0.0000	74.8617	1	8	0.4407	1.1336	0.1698	0.6856	0.1471	proton	1.7053	0	1	0	116	nan	nan	nan	83438	129644	92421	83245	72945	61879	54038	55123	2	1	2	3	3	4	8	7	16	15	32
pdvd	039349_12_d51vstm	451	45	0	147	147	124	122.3343	122.3343	1.0136	147	122.9343	0.0000	0	0.1290	16.0824	122.3343	0	1	nan	nan	nan	nan	nan	none	1.8975	0	0	0	124	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	37234	0	0	0	0	0	0	0	1	0	0	26
pdvd	039349_12_d51vstm	490	49	0	290	290	227	188.6652	188.6652	1.2032	290	189.2652	0.0000	0	0.0176	0.0000	149.1229	1	8	0.5872	0.7374	0.1789	0.4460	0.2220	muon	1.1783	0	1	0	227	nan	nan	nan	46256	61573	47828	47830	44315	45898	53713	50392	2	2	1	4	3	4	8	8	17	14	30
pdvd	039349_12_d51vstm	510	51	0	71	71	14	45.5551	45.5551	0.3073	71	46.1551	0.0000	0	0.0000	0.0000	8.4008	0	2	nan	0.7885	0.1039	0.4573	0.1007	proton	0.9435	0	1	0	14	nan	nan	nan	63049	nan	64395	nan	nan	nan	nan	nan	2	1	2	4	2	3	0	0	0	0	0
pdvd	039349_12_d51vstm	540	54	0	264	264	264	172.4637	172.4637	1.5308	264	173.0637	0.0000	0	0.0265	0.0000	172.4637	1	8	0.9057	0.6719	0.3410	0.4064	0.3693	muon	1.9084	0	1	0	264	nan	nan	nan	48088	62888	46565	45259	19662	52660	53410	48350	2	1	2	3	4	5	7	8	17	15	29
pdvd	039349_13_d51vstm	280	28	0	490	490	490	317.1120	317.1120	1.5452	490	316.0817	0.0000	0	0.0592	0.0000	317.1120	1	8	1.9978	0.7459	0.4102	0.4512	0.4304	muon	3.2755	0	0	490	0	nan	nan	nan	26157	62032	76416	35307	59914	57945	58940	43890	2	1	1	3	3	5	9	7	15	16	31
pdvd	039349_13_d51vstm	290	29	0	495	495	393	318.6089	318.6089	1.2335	495	319.2793	0.0000	0	0.0814	0.0000	254.4160	1	8	0.4636	0.7271	0.2531	0.4398	0.2886	muon	2.6568	0	0	393	0	nan	nan	nan	35354	57369	54207	46056	47455	49304	54815	49358	2	2	2	3	4	4	7	7	15	15	29
pdvd	039349_13_d51vstm	320	32	0	398	398	340	255.9963	255.9963	1.3281	398	256.5963	0.0000	0	0.0059	0.0000	219.3529	1	8	0.4290	0.8280	0.1818	0.5008	0.2247	muon	1.2584	0	1	340	0	nan	nan	nan	60193	54485	49683	56829	50103	65922	54004	54893	2	1	2	3	3	5	8	6	15	16	30
pdvd	039349_13_d51vstm	560	56	0	49	43	0	29.3836	25.6353	0.0000	42	25.6483	4.3353	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	2.2792	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039349_13_d51vstm	600	60	0	145	145	82	91.9281	91.9281	0.8920	145	92.5281	0.0000	0	0.1098	0.0000	53.4282	1	8	1.2608	0.8126	0.1589	0.4915	0.1219	proton	1.4482	0	0	0	82	nan	nan	nan	79793	70730	73751	52419	55856	50946	33784	37168	2	1	2	3	3	5	6	8	15	15	22
pdvd	039349_14_d51vstm	220	22	0	115	115	115	74.3817	74.3817	1.5461	115	74.9817	0.0000	0	0.0087	0.0000	74.3817	1	8	0.7850	0.9922	0.1342	0.6001	0.1474	muon	2.4136	0	1	115	0	nan	nan	nan	77197	69791	72094	89841	67146	52570	53817	58140	2	2	1	3	3	4	8	8	16	15	29
pdvd	039349_15_d51vstm	170	17	0	181	170	145	119.3175	111.9978	1.2947	169	110.1733	8.0131	1	0.2759	0.0000	111.9978	1	8	0.6972	0.5266	0.7950	0.3185	0.7569	proton	1.2668	0	0	145	0	nan	nan	nan	53980	49889	47386	50121	47396	51214	43331	3604	2	1	2	3	3	5	7	8	15	14	21
pdvd	039349_15_d51vstm	180	18	0	63	63	60	41.3682	41.3682	1.4504	63	41.9682	0.0000	0	0.5500	0.0000	41.3682	1	7	0.1042	0.3006	1.2825	0.1829	1.3289	muon	1.5687	0	0	60	0	nan	nan	nan	14684	nan	13604	3880	4515	50567	62289	102986	2	1	2	4	2	4	8	6	14	14	3
pdvd	039349_15_d51vstm	230	23	0	157	155	155	99.2280	98.2304	1.5779	154	98.1707	1.6574	1	0.0000	0.0000	98.2304	1	8	1.5509	0.8910	0.2542	0.5389	0.2919	muon	2.3277	0	1	155	0	nan	nan	nan	74579	60383	39280	51666	70140	67355	63913	59028	2	2	1	3	4	5	7	7	16	16	31
pdvd	039349_15_d51vstm	290	29	0	93	93	92	58.5481	58.5481	1.5714	93	59.1481	0.0000	0	0.0870	0.0000	58.5481	1	8	0.9889	0.8157	0.1707	0.4933	0.1686	proton	1.7916	0	0	92	0	nan	nan	nan	80109	53563	51671	59406	59338	54927	55735	33596	2	2	1	3	4	5	8	8	15	16	28
pdvd	039349_15_d51vstm	300	30	0	425	422	360	273.4694	271.3246	1.3268	421	271.3280	2.7415	1	0.0833	0.0000	233.7259	1	8	1.4633	0.3996	0.8292	0.2417	0.8594	muon	1.2485	0	0	360	0	nan	nan	nan	55422	47673	14206	17230	4709	30932	50389	56194	2	2	2	3	4	5	8	7	18	16	30
pdvd	039349_15_d51vstm	440	44	0	10	10	0	5.7087	5.7087	0.0000	10	6.3087	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	2.0151	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039349_15_d51vstm	450	45	0	199	199	199	127.7570	127.7570	1.5576	199	128.3570	0.0000	0	0.0101	0.0000	127.7570	1	8	0.9381	0.6977	0.1933	0.4220	0.2365	muon	1.2293	0	1	0	199	nan	nan	nan	45592	46378	44759	42717	53466	45546	49489	47250	2	2	1	3	3	5	8	8	15	17	32
pdvd	039349_15_d51vstm	590	59	0	382	382	321	250.0318	250.0318	1.2838	382	250.6318	0.0000	0	0.0062	0.0000	208.6729	1	8	0.5599	0.7482	0.1720	0.4525	0.2179	muon	1.0739	0	1	0	321	nan	nan	nan	49017	51973	48626	48569	50136	50751	51711	50882	2	2	2	3	3	3	9	8	16	15	30
pdvd	039349_16_d51vstm	560	56	0	130	130	121	125.4902	125.4902	0.9642	130	126.0902	0.0000	0	0.5124	0.0000	125.4902	1	8	0.0853	0.0761	1.0142	0.0460	1.0492	muon	0.8741	0	0	0	121	nan	nan	nan	5490	3856	2629	1533	2216	34916	6001	11640	2	1	1	4	3	6	7	8	16	12	17
pdvd	039349_16_d51vstm	700	70	0	225	225	211	143.2481	143.2481	1.4730	225	143.8481	0.0000	0	0.4739	0.0000	143.2481	1	6	0.9311	0.2228	1.0724	0.1365	1.0654	proton	1.7993	0	0	0	211	nan	nan	nan	15539	7267	nan	nan	58082	8832	53664	3247	2	2	1	3	3	2	1	9	17	16	30
pdvd	039349_17_d51vstm	510	51	0	200	200	200	125.6527	125.6527	1.5917	200	126.2527	0.0000	0	0.1950	0.0000	125.6527	1	7	1.2284	0.5711	0.3008	0.3476	0.2970	proton	3.6358	0	0	0	200	nan	nan	nan	56657	nan	26072	45099	59874	36367	23471	29802	2	2	1	3	2	6	7	8	14	17	33
pdvd	039349_17_d51vstm	520	52	0	130	130	66	82.0085	82.0085	0.8048	130	82.6085	0.0000	0	0.0000	0.0000	41.0213	1	6	2.1183	1.0675	0.0687	0.6383	0.0559	proton	1.3237	1	1	0	66	nan	nan	nan	93924	nan	91004	72227	63872	60414	57914	nan	2	2	1	3	2	5	8	8	17	16	2
pdvd	039349_17_d51vstm	620	62	0	127	127	0	79.9615	79.9615	0.0000	127	80.5615	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	4.7043	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039349_18_d51vstm	80	8	0	72	72	0	44.9543	44.9543	0.0000	72	45.5543	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	4.0735	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039349_18_d51vstm	90	9	0	141	141	141	92.5865	92.5865	1.5229	141	93.1865	0.0000	0	0.0355	0.0000	92.5865	1	8	0.6344	0.9611	0.2928	0.5813	0.3165	muon	1.2911	0	1	141	0	nan	nan	nan	71362	104174	49222	53826	50119	60806	98541	50476	2	2	2	3	3	5	8	7	15	16	29
pdvd	039349_18_d51vstm	100	10	0	169	169	169	110.5225	110.5225	1.5291	169	111.1225	0.0000	0	0.0473	0.0000	110.5225	1	8	2.6994	0.9869	0.1113	0.5969	0.1124	muon	1.6222	0	1	169	0	nan	nan	nan	98870	66843	82288	72485	53225	61733	56790	50187	2	1	2	3	4	4	7	7	16	14	30
pdvd	039349_18_d51vstm	180	18	0	542	542	471	351.4355	351.4355	1.3402	542	352.0178	0.0000	0	0.0127	0.0000	305.7804	1	7	0.7182	0.8762	0.1967	0.5333	0.2363	muon	1.3324	0	1	471	0	nan	nan	nan	53314	nan	53187	58103	64502	56936	59685	56235	2	2	1	3	2	4	8	8	15	15	30
pdvd	039349_18_d51vstm	330	33	0	85	85	24	56.6751	56.6751	0.4235	85	57.2751	0.0000	0	0.0000	0.0000	15.5230	0	3	nan	0.9335	0.1307	0.5428	0.1313	muon	1.3834	0	1	0	24	nan	nan	nan	69234	nan	72271	71671	nan	nan	nan	nan	2	1	2	3	2	5	7	2	0	0	0
pdvd	039349_18_d51vstm	360	36	0	228	228	154	144.4415	144.4415	1.0662	228	144.7837	0.0000	0	0.0325	0.0000	101.0629	1	6	0.6796	1.0445	0.2269	0.6405	0.2263	proton	1.1755	0	1	0	154	nan	nan	nan	nan	nan	52008	100062	75585	63284	59098	50972	2	1	2	0	1	4	9	8	16	15	30
pdvd	039349_18_d51vstm	390	39	0	139	136	51	89.8173	87.9471	0.5799	135	85.6788	2.5612	1	0.0000	0.0000	32.2235	1	6	1.8139	0.9550	0.0613	0.5705	0.0373	proton	2.2459	0	1	0	51	nan	nan	nan	nan	78720	75491	63263	62669	56658	47841	nan	2	2	1	2	3	5	8	8	16	4	0
pdvd	039349_18_d51vstm	400	40	0	443	443	357	288.8285	288.8285	1.2360	443	289.2888	0.0000	0	0.0252	0.0000	232.7357	1	8	0.5198	0.6347	0.6834	0.3839	0.7097	muon	1.2069	0	1	0	357	nan	nan	nan	57226	48455	8117	54948	55554	54703	59450	48373	2	2	1	4	3	3	8	7	14	15	30
pdvd	039349_18_d51vstm	420	42	0	398	398	308	257.8532	257.8532	1.1945	398	257.7566	0.0000	0	0.0357	0.0000	200.4548	1	9	2.4486	0.9596	0.0457	0.5852	0.0399	proton	1.4908	1	1	0	308	151591	nan	nan	88149	75076	74939	63844	64493	57650	52640	48179	3	1	2	4	3	5	8	6	16	15	29
pdvd	039349_18_d51vstm	460	46	0	592	592	528	383.3312	383.3312	1.3774	592	381.3774	0.0000	0	0.0133	0.0000	341.0987	1	8	1.5859	0.8171	0.1100	0.4942	0.1530	muon	1.4368	0	1	0	528	nan	nan	nan	60102	66725	54390	59319	47753	48126	51861	52848	2	1	2	4	3	4	8	8	14	15	31
pdvd	039349_18_d51vstm	470	47	0	169	169	169	110.5038	110.5038	1.5294	169	111.1038	0.0000	0	0.0000	0.0000	110.5038	1	8	2.0907	1.0998	0.0787	0.6652	0.0789	muon	1.1077	1	1	0	169	nan	nan	nan	96297	98493	71969	84613	68831	62486	62302	56727	2	1	2	3	3	5	7	6	15	15	31
pdvd	039349_19_d51vstm	240	24	0	133	133	133	86.4460	86.4460	1.5385	133	87.0460	0.0000	0	0.0000	0.0000	86.4460	1	7	0.6689	0.8242	0.2349	0.5013	0.2680	muon	3.0323	0	1	133	0	nan	nan	nan	nan	49721	63205	39341	50011	72498	52486	50778	2	2	2	2	3	4	7	8	16	16	29
pdvd	039349_19_d51vstm	520	52	0	296	296	218	189.1694	189.1694	1.1524	296	189.7694	0.0000	0	0.0596	0.0000	139.2148	1	8	0.5837	0.8841	0.7419	0.5347	0.7558	muon	1.5057	0	0	0	218	nan	nan	nan	27407	99931	104771	14662	129005	71089	76546	51830	2	2	1	4	3	3	8	8	15	16	32
